anno,provincia,delitto,eta_alla_data_del_reato_vittima,provincia_uts,codice_provinciauts,codice_provincia_storico,codice_regione,regione,ripartizione_geografica,sigla_automobilistica,provinciauts_corretto,codice_ripartizione_geografica
2022,FORLI' CESENA,8. LESIONI DOLOSE,35-44,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2023,FORLI' CESENA,8. LESIONI DOLOSE,35-44,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2024,FORLI' CESENA,8. LESIONI DOLOSE,35-44,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2019,FORLI' CESENA,8. LESIONI DOLOSE,45-54,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2020,FORLI' CESENA,8. LESIONI DOLOSE,45-54,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2021,FORLI' CESENA,8. LESIONI DOLOSE,45-54,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2022,FORLI' CESENA,8. LESIONI DOLOSE,45-54,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2023,FORLI' CESENA,8. LESIONI DOLOSE,45-54,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2024,FORLI' CESENA,8. LESIONI DOLOSE,45-54,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2019,FORLI' CESENA,8. LESIONI DOLOSE,55-64,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2020,FORLI' CESENA,8. LESIONI DOLOSE,55-64,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2021,FORLI' CESENA,8. LESIONI DOLOSE,55-64,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2022,FORLI' CESENA,8. LESIONI DOLOSE,55-64,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2023,FORLI' CESENA,8. LESIONI DOLOSE,55-64,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2024,FORLI' CESENA,8. LESIONI DOLOSE,55-64,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2019,FORLI' CESENA,8. LESIONI DOLOSE,65 e oltre,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2020,FORLI' CESENA,8. LESIONI DOLOSE,65 e oltre,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2021,FORLI' CESENA,8. LESIONI DOLOSE,65 e oltre,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2022,FORLI' CESENA,8. LESIONI DOLOSE,65 e oltre,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2023,FORLI' CESENA,8. LESIONI DOLOSE,65 e oltre,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2024,FORLI' CESENA,8. LESIONI DOLOSE,65 e oltre,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2019,FORLI' CESENA,9. PERCOSSE,0-13,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2020,FORLI' CESENA,9. PERCOSSE,0-13,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2021,FORLI' CESENA,9. PERCOSSE,0-13,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2022,FORLI' CESENA,9. PERCOSSE,0-13,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2023,FORLI' CESENA,9. PERCOSSE,0-13,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2024,FORLI' CESENA,9. PERCOSSE,0-13,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2019,FORLI' CESENA,9. PERCOSSE,14-17,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2020,FORLI' CESENA,9. PERCOSSE,14-17,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2021,FORLI' CESENA,9. PERCOSSE,14-17,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2022,FORLI' CESENA,9. PERCOSSE,14-17,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2023,FORLI' CESENA,9. PERCOSSE,14-17,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2024,FORLI' CESENA,9. PERCOSSE,14-17,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2019,FORLI' CESENA,9. PERCOSSE,18-24,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2020,FORLI' CESENA,9. PERCOSSE,18-24,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2021,FORLI' CESENA,9. PERCOSSE,18-24,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2022,FORLI' CESENA,9. PERCOSSE,18-24,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2023,FORLI' CESENA,9. PERCOSSE,18-24,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2024,FORLI' CESENA,9. PERCOSSE,18-24,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2019,FORLI' CESENA,9. PERCOSSE,25-34,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2020,FORLI' CESENA,9. PERCOSSE,25-34,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2021,FORLI' CESENA,9. PERCOSSE,25-34,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2022,FORLI' CESENA,9. PERCOSSE,25-34,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2023,FORLI' CESENA,9. PERCOSSE,25-34,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2024,FORLI' CESENA,9. PERCOSSE,25-34,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2019,FORLI' CESENA,9. PERCOSSE,35-44,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2020,FORLI' CESENA,9. PERCOSSE,35-44,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2021,FORLI' CESENA,9. PERCOSSE,35-44,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2022,FORLI' CESENA,9. PERCOSSE,35-44,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2023,FORLI' CESENA,9. PERCOSSE,35-44,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2024,FORLI' CESENA,9. PERCOSSE,35-44,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2019,FORLI' CESENA,9. PERCOSSE,45-54,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2020,FORLI' CESENA,9. PERCOSSE,45-54,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2021,FORLI' CESENA,9. PERCOSSE,45-54,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2022,FORLI' CESENA,9. PERCOSSE,45-54,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2023,FORLI' CESENA,9. PERCOSSE,45-54,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2024,FORLI' CESENA,9. PERCOSSE,45-54,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2019,FORLI' CESENA,9. PERCOSSE,55-64,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2020,FORLI' CESENA,9. PERCOSSE,55-64,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2021,FORLI' CESENA,9. PERCOSSE,55-64,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2022,FORLI' CESENA,9. PERCOSSE,55-64,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2023,FORLI' CESENA,9. PERCOSSE,55-64,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2024,FORLI' CESENA,9. PERCOSSE,55-64,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2019,FORLI' CESENA,9. PERCOSSE,65 e oltre,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2020,FORLI' CESENA,9. PERCOSSE,65 e oltre,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2021,FORLI' CESENA,9. PERCOSSE,65 e oltre,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2022,FORLI' CESENA,9. PERCOSSE,65 e oltre,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2023,FORLI' CESENA,9. PERCOSSE,65 e oltre,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2024,FORLI' CESENA,9. PERCOSSE,65 e oltre,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2019,FORLI' CESENA,10. MINACCE,0-13,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2020,FORLI' CESENA,10. MINACCE,0-13,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2021,FORLI' CESENA,10. MINACCE,0-13,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2022,FORLI' CESENA,10. MINACCE,0-13,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2023,FORLI' CESENA,10. MINACCE,0-13,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2024,FORLI' CESENA,10. MINACCE,0-13,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2019,FORLI' CESENA,10. MINACCE,14-17,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2020,FORLI' CESENA,10. MINACCE,14-17,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2021,FORLI' CESENA,10. MINACCE,14-17,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2022,FORLI' CESENA,10. MINACCE,14-17,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2023,FORLI' CESENA,10. MINACCE,14-17,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2024,FORLI' CESENA,10. MINACCE,14-17,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2019,FORLI' CESENA,10. MINACCE,18-24,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2020,FORLI' CESENA,10. MINACCE,18-24,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2021,FORLI' CESENA,10. MINACCE,18-24,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2022,FORLI' CESENA,10. MINACCE,18-24,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2023,FORLI' CESENA,10. MINACCE,18-24,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2024,FORLI' CESENA,10. MINACCE,18-24,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2019,FORLI' CESENA,10. MINACCE,25-34,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2020,FORLI' CESENA,10. MINACCE,25-34,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2021,FORLI' CESENA,10. MINACCE,25-34,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2022,FORLI' CESENA,10. MINACCE,25-34,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2023,FORLI' CESENA,10. MINACCE,25-34,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2024,FORLI' CESENA,10. MINACCE,25-34,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2019,FORLI' CESENA,10. MINACCE,35-44,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2020,FORLI' CESENA,10. MINACCE,35-44,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2021,FORLI' CESENA,10. MINACCE,35-44,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2022,FORLI' CESENA,10. MINACCE,35-44,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2023,FORLI' CESENA,10. MINACCE,35-44,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2024,FORLI' CESENA,10. MINACCE,35-44,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2019,FORLI' CESENA,10. MINACCE,45-54,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2020,FORLI' CESENA,10. MINACCE,45-54,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2021,FORLI' CESENA,10. MINACCE,45-54,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2022,FORLI' CESENA,10. MINACCE,45-54,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2023,FORLI' CESENA,10. MINACCE,45-54,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2024,FORLI' CESENA,10. MINACCE,45-54,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2019,FORLI' CESENA,10. MINACCE,55-64,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2020,FORLI' CESENA,10. MINACCE,55-64,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2021,FORLI' CESENA,10. MINACCE,55-64,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2022,FORLI' CESENA,10. MINACCE,55-64,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2023,FORLI' CESENA,10. MINACCE,55-64,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2024,FORLI' CESENA,10. MINACCE,55-64,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2019,FORLI' CESENA,10. MINACCE,65 e oltre,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2020,FORLI' CESENA,10. MINACCE,65 e oltre,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2021,FORLI' CESENA,10. MINACCE,65 e oltre,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2022,FORLI' CESENA,10. MINACCE,65 e oltre,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2023,FORLI' CESENA,10. MINACCE,65 e oltre,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2024,FORLI' CESENA,10. MINACCE,65 e oltre,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2019,FORLI' CESENA,12. VIOLENZE SESSUALI,0-13,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2020,FORLI' CESENA,12. VIOLENZE SESSUALI,0-13,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2021,FORLI' CESENA,12. VIOLENZE SESSUALI,0-13,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2022,FORLI' CESENA,12. VIOLENZE SESSUALI,0-13,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2023,FORLI' CESENA,12. VIOLENZE SESSUALI,0-13,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2024,FORLI' CESENA,12. VIOLENZE SESSUALI,0-13,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2019,FORLI' CESENA,12. VIOLENZE SESSUALI,14-17,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2020,FORLI' CESENA,12. VIOLENZE SESSUALI,14-17,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2021,FORLI' CESENA,12. VIOLENZE SESSUALI,14-17,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2022,FORLI' CESENA,12. VIOLENZE SESSUALI,14-17,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2023,FORLI' CESENA,12. VIOLENZE SESSUALI,14-17,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2024,FORLI' CESENA,12. VIOLENZE SESSUALI,14-17,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2019,FORLI' CESENA,12. VIOLENZE SESSUALI,18-24,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2020,FORLI' CESENA,12. VIOLENZE SESSUALI,18-24,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2021,FORLI' CESENA,12. VIOLENZE SESSUALI,18-24,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2022,FORLI' CESENA,12. VIOLENZE SESSUALI,18-24,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2023,FORLI' CESENA,12. VIOLENZE SESSUALI,18-24,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2024,FORLI' CESENA,12. VIOLENZE SESSUALI,18-24,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2019,FORLI' CESENA,12. VIOLENZE SESSUALI,25-34,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2020,FORLI' CESENA,12. VIOLENZE SESSUALI,25-34,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2021,FORLI' CESENA,12. VIOLENZE SESSUALI,25-34,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2022,FORLI' CESENA,12. VIOLENZE SESSUALI,25-34,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2023,FORLI' CESENA,12. VIOLENZE SESSUALI,25-34,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2024,FORLI' CESENA,12. VIOLENZE SESSUALI,25-34,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2019,FORLI' CESENA,12. VIOLENZE SESSUALI,35-44,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2020,FORLI' CESENA,12. VIOLENZE SESSUALI,35-44,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2021,FORLI' CESENA,12. VIOLENZE SESSUALI,35-44,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2022,FORLI' CESENA,12. VIOLENZE SESSUALI,35-44,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2023,FORLI' CESENA,12. VIOLENZE SESSUALI,35-44,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2024,FORLI' CESENA,12. VIOLENZE SESSUALI,35-44,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2019,FORLI' CESENA,12. VIOLENZE SESSUALI,45-54,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2020,FORLI' CESENA,12. VIOLENZE SESSUALI,45-54,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2021,FORLI' CESENA,12. VIOLENZE SESSUALI,45-54,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2022,FORLI' CESENA,12. VIOLENZE SESSUALI,45-54,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2023,FORLI' CESENA,12. VIOLENZE SESSUALI,45-54,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2024,FORLI' CESENA,12. VIOLENZE SESSUALI,45-54,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2019,FORLI' CESENA,12. VIOLENZE SESSUALI,55-64,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2020,FORLI' CESENA,12. VIOLENZE SESSUALI,55-64,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2021,FORLI' CESENA,12. VIOLENZE SESSUALI,55-64,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2022,FORLI' CESENA,12. VIOLENZE SESSUALI,55-64,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2023,FORLI' CESENA,12. VIOLENZE SESSUALI,55-64,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2024,FORLI' CESENA,12. VIOLENZE SESSUALI,55-64,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2019,FORLI' CESENA,12. VIOLENZE SESSUALI,65 e oltre,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2020,FORLI' CESENA,12. VIOLENZE SESSUALI,65 e oltre,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2021,FORLI' CESENA,12. VIOLENZE SESSUALI,65 e oltre,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2022,FORLI' CESENA,12. VIOLENZE SESSUALI,65 e oltre,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2023,FORLI' CESENA,12. VIOLENZE SESSUALI,65 e oltre,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2024,FORLI' CESENA,12. VIOLENZE SESSUALI,65 e oltre,Forlì-Cesena,040,040,08,Emilia-Romagna,Nord-est,FC,Forlì-Cesena,2
2019,PESARO E URBINO,5. TENTATI OMICIDI,25-34,Pesaro e Urbino,041,041,11,Marche,Centro,PU,PESARO E URBINO,3
2020,PESARO E URBINO,5. TENTATI OMICIDI,25-34,Pesaro e Urbino,041,041,11,Marche,Centro,PU,PESARO E URBINO,3
2021,PESARO E URBINO,5. TENTATI OMICIDI,25-34,Pesaro e Urbino,041,041,11,Marche,Centro,PU,PESARO E URBINO,3
2022,PESARO E URBINO,5. TENTATI OMICIDI,25-34,Pesaro e Urbino,041,041,11,Marche,Centro,PU,PESARO E URBINO,3
2023,PESARO E URBINO,5. TENTATI OMICIDI,25-34,Pesaro e Urbino,041,041,11,Marche,Centro,PU,PESARO E URBINO,3
2024,PESARO E URBINO,5. TENTATI OMICIDI,25-34,Pesaro e Urbino,041,041,11,Marche,Centro,PU,PESARO E URBINO,3
2019,PESARO E URBINO,5. TENTATI OMICIDI,35-44,Pesaro e Urbino,041,041,11,Marche,Centro,PU,PESARO E URBINO,3
2020,PESARO E URBINO,5. TENTATI OMICIDI,35-44,Pesaro e Urbino,041,041,11,Marche,Centro,PU,PESARO E URBINO,3
2021,PESARO E URBINO,5. TENTATI OMICIDI,35-44,Pesaro e Urbino,041,041,11,Marche,Centro,PU,PESARO E URBINO,3
2022,PESARO E URBINO,5. TENTATI OMICIDI,35-44,Pesaro e Urbino,041,041,11,Marche,Centro,PU,PESARO E URBINO,3
2023,PESARO E URBINO,5. TENTATI OMICIDI,35-44,Pesaro e Urbino,041,041,11,Marche,Centro,PU,PESARO E URBINO,3
2024,PESARO E URBINO,5. TENTATI OMICIDI,35-44,Pesaro e Urbino,041,041,11,Marche,Centro,PU,PESARO E URBINO,3
2019,PESARO E URBINO,8. LESIONI DOLOSE,0-13,Pesaro e Urbino,041,041,11,Marche,Centro,PU,PESARO E URBINO,3
2020,PESARO E URBINO,8. LESIONI DOLOSE,0-13,Pesaro e Urbino,041,041,11,Marche,Centro,PU,PESARO E URBINO,3
2021,PESARO E URBINO,8. LESIONI DOLOSE,0-13,Pesaro e Urbino,041,041,11,Marche,Centro,PU,PESARO E URBINO,3
2022,PESARO E URBINO,8. LESIONI DOLOSE,0-13,Pesaro e Urbino,041,041,11,Marche,Centro,PU,PESARO E URBINO,3
2023,PESARO E URBINO,8. LESIONI DOLOSE,0-13,Pesaro e Urbino,041,041,11,Marche,Centro,PU,PESARO E URBINO,3
2024,PESARO E URBINO,8. LESIONI DOLOSE,0-13,Pesaro e Urbino,041,041,11,Marche,Centro,PU,PESARO E URBINO,3
