anno,provincia,delitto,eta_alla_data_del_reato,sesso,provincia_uts,codice_provinciauts,codice_provincia_storico,codice_regione,regione,ripartizione_geografica,sigla_automobilistica,provinciauts_corretto,codice_ripartizione_geografica
2022,MONZA E DELLA BRIANZA,5. TENTATI OMICIDI,45-54,MASCHILE,Monza e della Brianza,108,108,03,Lombardia,Nord-ovest,MB,MONZA E DELLA BRIANZA,1
2023,MONZA E DELLA BRIANZA,5. TENTATI OMICIDI,45-54,MASCHILE,Monza e della Brianza,108,108,03,Lombardia,Nord-ovest,MB,MONZA E DELLA BRIANZA,1
2019,MONZA E DELLA BRIANZA,5. TENTATI OMICIDI,55-64,MASCHILE,Monza e della Brianza,108,108,03,Lombardia,Nord-ovest,MB,MONZA E DELLA BRIANZA,1
2021,MONZA E DELLA BRIANZA,5. TENTATI OMICIDI,55-64,MASCHILE,Monza e della Brianza,108,108,03,Lombardia,Nord-ovest,MB,MONZA E DELLA BRIANZA,1
2023,MONZA E DELLA BRIANZA,5. TENTATI OMICIDI,55-64,MASCHILE,Monza e della Brianza,108,108,03,Lombardia,Nord-ovest,MB,MONZA E DELLA BRIANZA,1
2024,MONZA E DELLA BRIANZA,5. TENTATI OMICIDI,55-64,MASCHILE,Monza e della Brianza,108,108,03,Lombardia,Nord-ovest,MB,MONZA E DELLA BRIANZA,1
2024,MONZA E DELLA BRIANZA,8. LESIONI DOLOSE,0-13,MASCHILE,Monza e della Brianza,108,108,03,Lombardia,Nord-ovest,MB,MONZA E DELLA BRIANZA,1
2019,MONZA E DELLA BRIANZA,8. LESIONI DOLOSE,14-17,FEMMINILE,Monza e della Brianza,108,108,03,Lombardia,Nord-ovest,MB,MONZA E DELLA BRIANZA,1
2019,MONZA E DELLA BRIANZA,8. LESIONI DOLOSE,14-17,MASCHILE,Monza e della Brianza,108,108,03,Lombardia,Nord-ovest,MB,MONZA E DELLA BRIANZA,1
2020,MONZA E DELLA BRIANZA,8. LESIONI DOLOSE,14-17,MASCHILE,Monza e della Brianza,108,108,03,Lombardia,Nord-ovest,MB,MONZA E DELLA BRIANZA,1
2021,MONZA E DELLA BRIANZA,8. LESIONI DOLOSE,14-17,FEMMINILE,Monza e della Brianza,108,108,03,Lombardia,Nord-ovest,MB,MONZA E DELLA BRIANZA,1
2021,MONZA E DELLA BRIANZA,8. LESIONI DOLOSE,14-17,MASCHILE,Monza e della Brianza,108,108,03,Lombardia,Nord-ovest,MB,MONZA E DELLA BRIANZA,1
2022,MONZA E DELLA BRIANZA,8. LESIONI DOLOSE,14-17,MASCHILE,Monza e della Brianza,108,108,03,Lombardia,Nord-ovest,MB,MONZA E DELLA BRIANZA,1
2023,MONZA E DELLA BRIANZA,8. LESIONI DOLOSE,14-17,FEMMINILE,Monza e della Brianza,108,108,03,Lombardia,Nord-ovest,MB,MONZA E DELLA BRIANZA,1
2023,MONZA E DELLA BRIANZA,8. LESIONI DOLOSE,14-17,MASCHILE,Monza e della Brianza,108,108,03,Lombardia,Nord-ovest,MB,MONZA E DELLA BRIANZA,1
2024,MONZA E DELLA BRIANZA,8. LESIONI DOLOSE,14-17,FEMMINILE,Monza e della Brianza,108,108,03,Lombardia,Nord-ovest,MB,MONZA E DELLA BRIANZA,1
2024,MONZA E DELLA BRIANZA,8. LESIONI DOLOSE,14-17,MASCHILE,Monza e della Brianza,108,108,03,Lombardia,Nord-ovest,MB,MONZA E DELLA BRIANZA,1
2019,MONZA E DELLA BRIANZA,8. LESIONI DOLOSE,18-24,FEMMINILE,Monza e della Brianza,108,108,03,Lombardia,Nord-ovest,MB,MONZA E DELLA BRIANZA,1
2019,MONZA E DELLA BRIANZA,8. LESIONI DOLOSE,18-24,MASCHILE,Monza e della Brianza,108,108,03,Lombardia,Nord-ovest,MB,MONZA E DELLA BRIANZA,1
2020,MONZA E DELLA BRIANZA,8. LESIONI DOLOSE,18-24,MASCHILE,Monza e della Brianza,108,108,03,Lombardia,Nord-ovest,MB,MONZA E DELLA BRIANZA,1
2021,MONZA E DELLA BRIANZA,8. LESIONI DOLOSE,18-24,FEMMINILE,Monza e della Brianza,108,108,03,Lombardia,Nord-ovest,MB,MONZA E DELLA BRIANZA,1
2021,MONZA E DELLA BRIANZA,8. LESIONI DOLOSE,18-24,MASCHILE,Monza e della Brianza,108,108,03,Lombardia,Nord-ovest,MB,MONZA E DELLA BRIANZA,1
2022,MONZA E DELLA BRIANZA,8. LESIONI DOLOSE,18-24,FEMMINILE,Monza e della Brianza,108,108,03,Lombardia,Nord-ovest,MB,MONZA E DELLA BRIANZA,1
2022,MONZA E DELLA BRIANZA,8. LESIONI DOLOSE,18-24,MASCHILE,Monza e della Brianza,108,108,03,Lombardia,Nord-ovest,MB,MONZA E DELLA BRIANZA,1
2023,MONZA E DELLA BRIANZA,8. LESIONI DOLOSE,18-24,MASCHILE,Monza e della Brianza,108,108,03,Lombardia,Nord-ovest,MB,MONZA E DELLA BRIANZA,1
2024,MONZA E DELLA BRIANZA,8. LESIONI DOLOSE,18-24,FEMMINILE,Monza e della Brianza,108,108,03,Lombardia,Nord-ovest,MB,MONZA E DELLA BRIANZA,1
2024,MONZA E DELLA BRIANZA,8. LESIONI DOLOSE,18-24,MASCHILE,Monza e della Brianza,108,108,03,Lombardia,Nord-ovest,MB,MONZA E DELLA BRIANZA,1
2019,MONZA E DELLA BRIANZA,8. LESIONI DOLOSE,25-34,FEMMINILE,Monza e della Brianza,108,108,03,Lombardia,Nord-ovest,MB,MONZA E DELLA BRIANZA,1
2019,MONZA E DELLA BRIANZA,8. LESIONI DOLOSE,25-34,MASCHILE,Monza e della Brianza,108,108,03,Lombardia,Nord-ovest,MB,MONZA E DELLA BRIANZA,1
2020,MONZA E DELLA BRIANZA,8. LESIONI DOLOSE,25-34,FEMMINILE,Monza e della Brianza,108,108,03,Lombardia,Nord-ovest,MB,MONZA E DELLA BRIANZA,1
2020,MONZA E DELLA BRIANZA,8. LESIONI DOLOSE,25-34,MASCHILE,Monza e della Brianza,108,108,03,Lombardia,Nord-ovest,MB,MONZA E DELLA BRIANZA,1
2021,MONZA E DELLA BRIANZA,8. LESIONI DOLOSE,25-34,FEMMINILE,Monza e della Brianza,108,108,03,Lombardia,Nord-ovest,MB,MONZA E DELLA BRIANZA,1
2021,MONZA E DELLA BRIANZA,8. LESIONI DOLOSE,25-34,MASCHILE,Monza e della Brianza,108,108,03,Lombardia,Nord-ovest,MB,MONZA E DELLA BRIANZA,1
2022,MONZA E DELLA BRIANZA,8. LESIONI DOLOSE,25-34,FEMMINILE,Monza e della Brianza,108,108,03,Lombardia,Nord-ovest,MB,MONZA E DELLA BRIANZA,1
2022,MONZA E DELLA BRIANZA,8. LESIONI DOLOSE,25-34,MASCHILE,Monza e della Brianza,108,108,03,Lombardia,Nord-ovest,MB,MONZA E DELLA BRIANZA,1
2023,MONZA E DELLA BRIANZA,8. LESIONI DOLOSE,25-34,FEMMINILE,Monza e della Brianza,108,108,03,Lombardia,Nord-ovest,MB,MONZA E DELLA BRIANZA,1
2023,MONZA E DELLA BRIANZA,8. LESIONI DOLOSE,25-34,MASCHILE,Monza e della Brianza,108,108,03,Lombardia,Nord-ovest,MB,MONZA E DELLA BRIANZA,1
2024,MONZA E DELLA BRIANZA,8. LESIONI DOLOSE,25-34,FEMMINILE,Monza e della Brianza,108,108,03,Lombardia,Nord-ovest,MB,MONZA E DELLA BRIANZA,1
2024,MONZA E DELLA BRIANZA,8. LESIONI DOLOSE,25-34,MASCHILE,Monza e della Brianza,108,108,03,Lombardia,Nord-ovest,MB,MONZA E DELLA BRIANZA,1
2019,MONZA E DELLA BRIANZA,8. LESIONI DOLOSE,35-44,FEMMINILE,Monza e della Brianza,108,108,03,Lombardia,Nord-ovest,MB,MONZA E DELLA BRIANZA,1
2019,MONZA E DELLA BRIANZA,8. LESIONI DOLOSE,35-44,MASCHILE,Monza e della Brianza,108,108,03,Lombardia,Nord-ovest,MB,MONZA E DELLA BRIANZA,1
2020,MONZA E DELLA BRIANZA,8. LESIONI DOLOSE,35-44,FEMMINILE,Monza e della Brianza,108,108,03,Lombardia,Nord-ovest,MB,MONZA E DELLA BRIANZA,1
2020,MONZA E DELLA BRIANZA,8. LESIONI DOLOSE,35-44,MASCHILE,Monza e della Brianza,108,108,03,Lombardia,Nord-ovest,MB,MONZA E DELLA BRIANZA,1
2021,MONZA E DELLA BRIANZA,8. LESIONI DOLOSE,35-44,FEMMINILE,Monza e della Brianza,108,108,03,Lombardia,Nord-ovest,MB,MONZA E DELLA BRIANZA,1
2021,MONZA E DELLA BRIANZA,8. LESIONI DOLOSE,35-44,MASCHILE,Monza e della Brianza,108,108,03,Lombardia,Nord-ovest,MB,MONZA E DELLA BRIANZA,1
2022,MONZA E DELLA BRIANZA,8. LESIONI DOLOSE,35-44,FEMMINILE,Monza e della Brianza,108,108,03,Lombardia,Nord-ovest,MB,MONZA E DELLA BRIANZA,1
2022,MONZA E DELLA BRIANZA,8. LESIONI DOLOSE,35-44,MASCHILE,Monza e della Brianza,108,108,03,Lombardia,Nord-ovest,MB,MONZA E DELLA BRIANZA,1
2023,MONZA E DELLA BRIANZA,8. LESIONI DOLOSE,35-44,FEMMINILE,Monza e della Brianza,108,108,03,Lombardia,Nord-ovest,MB,MONZA E DELLA BRIANZA,1
2023,MONZA E DELLA BRIANZA,8. LESIONI DOLOSE,35-44,MASCHILE,Monza e della Brianza,108,108,03,Lombardia,Nord-ovest,MB,MONZA E DELLA BRIANZA,1
2024,MONZA E DELLA BRIANZA,8. LESIONI DOLOSE,35-44,FEMMINILE,Monza e della Brianza,108,108,03,Lombardia,Nord-ovest,MB,MONZA E DELLA BRIANZA,1
2024,MONZA E DELLA BRIANZA,8. LESIONI DOLOSE,35-44,MASCHILE,Monza e della Brianza,108,108,03,Lombardia,Nord-ovest,MB,MONZA E DELLA BRIANZA,1
2019,MONZA E DELLA BRIANZA,8. LESIONI DOLOSE,45-54,FEMMINILE,Monza e della Brianza,108,108,03,Lombardia,Nord-ovest,MB,MONZA E DELLA BRIANZA,1
2019,MONZA E DELLA BRIANZA,8. LESIONI DOLOSE,45-54,MASCHILE,Monza e della Brianza,108,108,03,Lombardia,Nord-ovest,MB,MONZA E DELLA BRIANZA,1
2020,MONZA E DELLA BRIANZA,8. LESIONI DOLOSE,45-54,FEMMINILE,Monza e della Brianza,108,108,03,Lombardia,Nord-ovest,MB,MONZA E DELLA BRIANZA,1
2020,MONZA E DELLA BRIANZA,8. LESIONI DOLOSE,45-54,MASCHILE,Monza e della Brianza,108,108,03,Lombardia,Nord-ovest,MB,MONZA E DELLA BRIANZA,1
2021,MONZA E DELLA BRIANZA,8. LESIONI DOLOSE,45-54,FEMMINILE,Monza e della Brianza,108,108,03,Lombardia,Nord-ovest,MB,MONZA E DELLA BRIANZA,1
2021,MONZA E DELLA BRIANZA,8. LESIONI DOLOSE,45-54,MASCHILE,Monza e della Brianza,108,108,03,Lombardia,Nord-ovest,MB,MONZA E DELLA BRIANZA,1
2022,MONZA E DELLA BRIANZA,8. LESIONI DOLOSE,45-54,FEMMINILE,Monza e della Brianza,108,108,03,Lombardia,Nord-ovest,MB,MONZA E DELLA BRIANZA,1
2022,MONZA E DELLA BRIANZA,8. LESIONI DOLOSE,45-54,MASCHILE,Monza e della Brianza,108,108,03,Lombardia,Nord-ovest,MB,MONZA E DELLA BRIANZA,1
2023,MONZA E DELLA BRIANZA,8. LESIONI DOLOSE,45-54,FEMMINILE,Monza e della Brianza,108,108,03,Lombardia,Nord-ovest,MB,MONZA E DELLA BRIANZA,1
2023,MONZA E DELLA BRIANZA,8. LESIONI DOLOSE,45-54,MASCHILE,Monza e della Brianza,108,108,03,Lombardia,Nord-ovest,MB,MONZA E DELLA BRIANZA,1
2024,MONZA E DELLA BRIANZA,8. LESIONI DOLOSE,45-54,FEMMINILE,Monza e della Brianza,108,108,03,Lombardia,Nord-ovest,MB,MONZA E DELLA BRIANZA,1
2024,MONZA E DELLA BRIANZA,8. LESIONI DOLOSE,45-54,MASCHILE,Monza e della Brianza,108,108,03,Lombardia,Nord-ovest,MB,MONZA E DELLA BRIANZA,1
2019,MONZA E DELLA BRIANZA,8. LESIONI DOLOSE,55-64,FEMMINILE,Monza e della Brianza,108,108,03,Lombardia,Nord-ovest,MB,MONZA E DELLA BRIANZA,1
2019,MONZA E DELLA BRIANZA,8. LESIONI DOLOSE,55-64,MASCHILE,Monza e della Brianza,108,108,03,Lombardia,Nord-ovest,MB,MONZA E DELLA BRIANZA,1
2020,MONZA E DELLA BRIANZA,8. LESIONI DOLOSE,55-64,FEMMINILE,Monza e della Brianza,108,108,03,Lombardia,Nord-ovest,MB,MONZA E DELLA BRIANZA,1
2020,MONZA E DELLA BRIANZA,8. LESIONI DOLOSE,55-64,MASCHILE,Monza e della Brianza,108,108,03,Lombardia,Nord-ovest,MB,MONZA E DELLA BRIANZA,1
2021,MONZA E DELLA BRIANZA,8. LESIONI DOLOSE,55-64,FEMMINILE,Monza e della Brianza,108,108,03,Lombardia,Nord-ovest,MB,MONZA E DELLA BRIANZA,1
2021,MONZA E DELLA BRIANZA,8. LESIONI DOLOSE,55-64,MASCHILE,Monza e della Brianza,108,108,03,Lombardia,Nord-ovest,MB,MONZA E DELLA BRIANZA,1
2022,MONZA E DELLA BRIANZA,8. LESIONI DOLOSE,55-64,FEMMINILE,Monza e della Brianza,108,108,03,Lombardia,Nord-ovest,MB,MONZA E DELLA BRIANZA,1
2022,MONZA E DELLA BRIANZA,8. LESIONI DOLOSE,55-64,MASCHILE,Monza e della Brianza,108,108,03,Lombardia,Nord-ovest,MB,MONZA E DELLA BRIANZA,1
2023,MONZA E DELLA BRIANZA,8. LESIONI DOLOSE,55-64,FEMMINILE,Monza e della Brianza,108,108,03,Lombardia,Nord-ovest,MB,MONZA E DELLA BRIANZA,1
2023,MONZA E DELLA BRIANZA,8. LESIONI DOLOSE,55-64,MASCHILE,Monza e della Brianza,108,108,03,Lombardia,Nord-ovest,MB,MONZA E DELLA BRIANZA,1
2024,MONZA E DELLA BRIANZA,8. LESIONI DOLOSE,55-64,FEMMINILE,Monza e della Brianza,108,108,03,Lombardia,Nord-ovest,MB,MONZA E DELLA BRIANZA,1
2024,MONZA E DELLA BRIANZA,8. LESIONI DOLOSE,55-64,MASCHILE,Monza e della Brianza,108,108,03,Lombardia,Nord-ovest,MB,MONZA E DELLA BRIANZA,1
2019,MONZA E DELLA BRIANZA,8. LESIONI DOLOSE,65 e oltre,FEMMINILE,Monza e della Brianza,108,108,03,Lombardia,Nord-ovest,MB,MONZA E DELLA BRIANZA,1
2019,MONZA E DELLA BRIANZA,8. LESIONI DOLOSE,65 e oltre,MASCHILE,Monza e della Brianza,108,108,03,Lombardia,Nord-ovest,MB,MONZA E DELLA BRIANZA,1
2020,MONZA E DELLA BRIANZA,8. LESIONI DOLOSE,65 e oltre,FEMMINILE,Monza e della Brianza,108,108,03,Lombardia,Nord-ovest,MB,MONZA E DELLA BRIANZA,1
2020,MONZA E DELLA BRIANZA,8. LESIONI DOLOSE,65 e oltre,MASCHILE,Monza e della Brianza,108,108,03,Lombardia,Nord-ovest,MB,MONZA E DELLA BRIANZA,1
2021,MONZA E DELLA BRIANZA,8. LESIONI DOLOSE,65 e oltre,MASCHILE,Monza e della Brianza,108,108,03,Lombardia,Nord-ovest,MB,MONZA E DELLA BRIANZA,1
2022,MONZA E DELLA BRIANZA,8. LESIONI DOLOSE,65 e oltre,FEMMINILE,Monza e della Brianza,108,108,03,Lombardia,Nord-ovest,MB,MONZA E DELLA BRIANZA,1
2022,MONZA E DELLA BRIANZA,8. LESIONI DOLOSE,65 e oltre,MASCHILE,Monza e della Brianza,108,108,03,Lombardia,Nord-ovest,MB,MONZA E DELLA BRIANZA,1
2023,MONZA E DELLA BRIANZA,8. LESIONI DOLOSE,65 e oltre,MASCHILE,Monza e della Brianza,108,108,03,Lombardia,Nord-ovest,MB,MONZA E DELLA BRIANZA,1
2024,MONZA E DELLA BRIANZA,8. LESIONI DOLOSE,65 e oltre,FEMMINILE,Monza e della Brianza,108,108,03,Lombardia,Nord-ovest,MB,MONZA E DELLA BRIANZA,1
2024,MONZA E DELLA BRIANZA,8. LESIONI DOLOSE,65 e oltre,MASCHILE,Monza e della Brianza,108,108,03,Lombardia,Nord-ovest,MB,MONZA E DELLA BRIANZA,1
2024,MONZA E DELLA BRIANZA,9. PERCOSSE,0-13,MASCHILE,Monza e della Brianza,108,108,03,Lombardia,Nord-ovest,MB,MONZA E DELLA BRIANZA,1
2019,MONZA E DELLA BRIANZA,9. PERCOSSE,14-17,MASCHILE,Monza e della Brianza,108,108,03,Lombardia,Nord-ovest,MB,MONZA E DELLA BRIANZA,1
2020,MONZA E DELLA BRIANZA,9. PERCOSSE,14-17,MASCHILE,Monza e della Brianza,108,108,03,Lombardia,Nord-ovest,MB,MONZA E DELLA BRIANZA,1
2021,MONZA E DELLA BRIANZA,9. PERCOSSE,14-17,FEMMINILE,Monza e della Brianza,108,108,03,Lombardia,Nord-ovest,MB,MONZA E DELLA BRIANZA,1
2024,MONZA E DELLA BRIANZA,9. PERCOSSE,14-17,FEMMINILE,Monza e della Brianza,108,108,03,Lombardia,Nord-ovest,MB,MONZA E DELLA BRIANZA,1
2019,MONZA E DELLA BRIANZA,9. PERCOSSE,18-24,MASCHILE,Monza e della Brianza,108,108,03,Lombardia,Nord-ovest,MB,MONZA E DELLA BRIANZA,1
2020,MONZA E DELLA BRIANZA,9. PERCOSSE,18-24,MASCHILE,Monza e della Brianza,108,108,03,Lombardia,Nord-ovest,MB,MONZA E DELLA BRIANZA,1
2021,MONZA E DELLA BRIANZA,9. PERCOSSE,18-24,FEMMINILE,Monza e della Brianza,108,108,03,Lombardia,Nord-ovest,MB,MONZA E DELLA BRIANZA,1
2021,MONZA E DELLA BRIANZA,9. PERCOSSE,18-24,MASCHILE,Monza e della Brianza,108,108,03,Lombardia,Nord-ovest,MB,MONZA E DELLA BRIANZA,1
2022,MONZA E DELLA BRIANZA,9. PERCOSSE,18-24,FEMMINILE,Monza e della Brianza,108,108,03,Lombardia,Nord-ovest,MB,MONZA E DELLA BRIANZA,1
2022,MONZA E DELLA BRIANZA,9. PERCOSSE,18-24,MASCHILE,Monza e della Brianza,108,108,03,Lombardia,Nord-ovest,MB,MONZA E DELLA BRIANZA,1
2023,MONZA E DELLA BRIANZA,9. PERCOSSE,18-24,FEMMINILE,Monza e della Brianza,108,108,03,Lombardia,Nord-ovest,MB,MONZA E DELLA BRIANZA,1
2023,MONZA E DELLA BRIANZA,9. PERCOSSE,18-24,MASCHILE,Monza e della Brianza,108,108,03,Lombardia,Nord-ovest,MB,MONZA E DELLA BRIANZA,1
2024,MONZA E DELLA BRIANZA,9. PERCOSSE,18-24,FEMMINILE,Monza e della Brianza,108,108,03,Lombardia,Nord-ovest,MB,MONZA E DELLA BRIANZA,1
2024,MONZA E DELLA BRIANZA,9. PERCOSSE,18-24,MASCHILE,Monza e della Brianza,108,108,03,Lombardia,Nord-ovest,MB,MONZA E DELLA BRIANZA,1
2019,MONZA E DELLA BRIANZA,9. PERCOSSE,25-34,FEMMINILE,Monza e della Brianza,108,108,03,Lombardia,Nord-ovest,MB,MONZA E DELLA BRIANZA,1
2019,MONZA E DELLA BRIANZA,9. PERCOSSE,25-34,MASCHILE,Monza e della Brianza,108,108,03,Lombardia,Nord-ovest,MB,MONZA E DELLA BRIANZA,1
2020,MONZA E DELLA BRIANZA,9. PERCOSSE,25-34,MASCHILE,Monza e della Brianza,108,108,03,Lombardia,Nord-ovest,MB,MONZA E DELLA BRIANZA,1
2021,MONZA E DELLA BRIANZA,9. PERCOSSE,25-34,FEMMINILE,Monza e della Brianza,108,108,03,Lombardia,Nord-ovest,MB,MONZA E DELLA BRIANZA,1
2021,MONZA E DELLA BRIANZA,9. PERCOSSE,25-34,MASCHILE,Monza e della Brianza,108,108,03,Lombardia,Nord-ovest,MB,MONZA E DELLA BRIANZA,1
2022,MONZA E DELLA BRIANZA,9. PERCOSSE,25-34,FEMMINILE,Monza e della Brianza,108,108,03,Lombardia,Nord-ovest,MB,MONZA E DELLA BRIANZA,1
2022,MONZA E DELLA BRIANZA,9. PERCOSSE,25-34,MASCHILE,Monza e della Brianza,108,108,03,Lombardia,Nord-ovest,MB,MONZA E DELLA BRIANZA,1
2023,MONZA E DELLA BRIANZA,9. PERCOSSE,25-34,FEMMINILE,Monza e della Brianza,108,108,03,Lombardia,Nord-ovest,MB,MONZA E DELLA BRIANZA,1
2023,MONZA E DELLA BRIANZA,9. PERCOSSE,25-34,MASCHILE,Monza e della Brianza,108,108,03,Lombardia,Nord-ovest,MB,MONZA E DELLA BRIANZA,1
2024,MONZA E DELLA BRIANZA,9. PERCOSSE,25-34,FEMMINILE,Monza e della Brianza,108,108,03,Lombardia,Nord-ovest,MB,MONZA E DELLA BRIANZA,1
2024,MONZA E DELLA BRIANZA,9. PERCOSSE,25-34,MASCHILE,Monza e della Brianza,108,108,03,Lombardia,Nord-ovest,MB,MONZA E DELLA BRIANZA,1
2019,MONZA E DELLA BRIANZA,9. PERCOSSE,35-44,FEMMINILE,Monza e della Brianza,108,108,03,Lombardia,Nord-ovest,MB,MONZA E DELLA BRIANZA,1
2019,MONZA E DELLA BRIANZA,9. PERCOSSE,35-44,MASCHILE,Monza e della Brianza,108,108,03,Lombardia,Nord-ovest,MB,MONZA E DELLA BRIANZA,1
2020,MONZA E DELLA BRIANZA,9. PERCOSSE,35-44,FEMMINILE,Monza e della Brianza,108,108,03,Lombardia,Nord-ovest,MB,MONZA E DELLA BRIANZA,1
2020,MONZA E DELLA BRIANZA,9. PERCOSSE,35-44,MASCHILE,Monza e della Brianza,108,108,03,Lombardia,Nord-ovest,MB,MONZA E DELLA BRIANZA,1
2021,MONZA E DELLA BRIANZA,9. PERCOSSE,35-44,MASCHILE,Monza e della Brianza,108,108,03,Lombardia,Nord-ovest,MB,MONZA E DELLA BRIANZA,1
2022,MONZA E DELLA BRIANZA,9. PERCOSSE,35-44,FEMMINILE,Monza e della Brianza,108,108,03,Lombardia,Nord-ovest,MB,MONZA E DELLA BRIANZA,1
2022,MONZA E DELLA BRIANZA,9. PERCOSSE,35-44,MASCHILE,Monza e della Brianza,108,108,03,Lombardia,Nord-ovest,MB,MONZA E DELLA BRIANZA,1
2023,MONZA E DELLA BRIANZA,9. PERCOSSE,35-44,FEMMINILE,Monza e della Brianza,108,108,03,Lombardia,Nord-ovest,MB,MONZA E DELLA BRIANZA,1
2023,MONZA E DELLA BRIANZA,9. PERCOSSE,35-44,MASCHILE,Monza e della Brianza,108,108,03,Lombardia,Nord-ovest,MB,MONZA E DELLA BRIANZA,1
2024,MONZA E DELLA BRIANZA,9. PERCOSSE,35-44,FEMMINILE,Monza e della Brianza,108,108,03,Lombardia,Nord-ovest,MB,MONZA E DELLA BRIANZA,1
2024,MONZA E DELLA BRIANZA,9. PERCOSSE,35-44,MASCHILE,Monza e della Brianza,108,108,03,Lombardia,Nord-ovest,MB,MONZA E DELLA BRIANZA,1
2019,MONZA E DELLA BRIANZA,9. PERCOSSE,45-54,FEMMINILE,Monza e della Brianza,108,108,03,Lombardia,Nord-ovest,MB,MONZA E DELLA BRIANZA,1
2019,MONZA E DELLA BRIANZA,9. PERCOSSE,45-54,MASCHILE,Monza e della Brianza,108,108,03,Lombardia,Nord-ovest,MB,MONZA E DELLA BRIANZA,1
2020,MONZA E DELLA BRIANZA,9. PERCOSSE,45-54,FEMMINILE,Monza e della Brianza,108,108,03,Lombardia,Nord-ovest,MB,MONZA E DELLA BRIANZA,1
2020,MONZA E DELLA BRIANZA,9. PERCOSSE,45-54,MASCHILE,Monza e della Brianza,108,108,03,Lombardia,Nord-ovest,MB,MONZA E DELLA BRIANZA,1
2021,MONZA E DELLA BRIANZA,9. PERCOSSE,45-54,FEMMINILE,Monza e della Brianza,108,108,03,Lombardia,Nord-ovest,MB,MONZA E DELLA BRIANZA,1
2021,MONZA E DELLA BRIANZA,9. PERCOSSE,45-54,MASCHILE,Monza e della Brianza,108,108,03,Lombardia,Nord-ovest,MB,MONZA E DELLA BRIANZA,1
2022,MONZA E DELLA BRIANZA,9. PERCOSSE,45-54,FEMMINILE,Monza e della Brianza,108,108,03,Lombardia,Nord-ovest,MB,MONZA E DELLA BRIANZA,1
2022,MONZA E DELLA BRIANZA,9. PERCOSSE,45-54,MASCHILE,Monza e della Brianza,108,108,03,Lombardia,Nord-ovest,MB,MONZA E DELLA BRIANZA,1
2023,MONZA E DELLA BRIANZA,9. PERCOSSE,45-54,FEMMINILE,Monza e della Brianza,108,108,03,Lombardia,Nord-ovest,MB,MONZA E DELLA BRIANZA,1
2023,MONZA E DELLA BRIANZA,9. PERCOSSE,45-54,MASCHILE,Monza e della Brianza,108,108,03,Lombardia,Nord-ovest,MB,MONZA E DELLA BRIANZA,1
2024,MONZA E DELLA BRIANZA,9. PERCOSSE,45-54,FEMMINILE,Monza e della Brianza,108,108,03,Lombardia,Nord-ovest,MB,MONZA E DELLA BRIANZA,1
2024,MONZA E DELLA BRIANZA,9. PERCOSSE,45-54,MASCHILE,Monza e della Brianza,108,108,03,Lombardia,Nord-ovest,MB,MONZA E DELLA BRIANZA,1
2019,MONZA E DELLA BRIANZA,9. PERCOSSE,55-64,FEMMINILE,Monza e della Brianza,108,108,03,Lombardia,Nord-ovest,MB,MONZA E DELLA BRIANZA,1
2019,MONZA E DELLA BRIANZA,9. PERCOSSE,55-64,MASCHILE,Monza e della Brianza,108,108,03,Lombardia,Nord-ovest,MB,MONZA E DELLA BRIANZA,1
2020,MONZA E DELLA BRIANZA,9. PERCOSSE,55-64,MASCHILE,Monza e della Brianza,108,108,03,Lombardia,Nord-ovest,MB,MONZA E DELLA BRIANZA,1
2021,MONZA E DELLA BRIANZA,9. PERCOSSE,55-64,FEMMINILE,Monza e della Brianza,108,108,03,Lombardia,Nord-ovest,MB,MONZA E DELLA BRIANZA,1
2021,MONZA E DELLA BRIANZA,9. PERCOSSE,55-64,MASCHILE,Monza e della Brianza,108,108,03,Lombardia,Nord-ovest,MB,MONZA E DELLA BRIANZA,1
2022,MONZA E DELLA BRIANZA,9. PERCOSSE,55-64,FEMMINILE,Monza e della Brianza,108,108,03,Lombardia,Nord-ovest,MB,MONZA E DELLA BRIANZA,1
2022,MONZA E DELLA BRIANZA,9. PERCOSSE,55-64,MASCHILE,Monza e della Brianza,108,108,03,Lombardia,Nord-ovest,MB,MONZA E DELLA BRIANZA,1
2023,MONZA E DELLA BRIANZA,9. PERCOSSE,55-64,MASCHILE,Monza e della Brianza,108,108,03,Lombardia,Nord-ovest,MB,MONZA E DELLA BRIANZA,1
2024,MONZA E DELLA BRIANZA,9. PERCOSSE,55-64,FEMMINILE,Monza e della Brianza,108,108,03,Lombardia,Nord-ovest,MB,MONZA E DELLA BRIANZA,1
2024,MONZA E DELLA BRIANZA,9. PERCOSSE,55-64,MASCHILE,Monza e della Brianza,108,108,03,Lombardia,Nord-ovest,MB,MONZA E DELLA BRIANZA,1
2019,MONZA E DELLA BRIANZA,9. PERCOSSE,65 e oltre,FEMMINILE,Monza e della Brianza,108,108,03,Lombardia,Nord-ovest,MB,MONZA E DELLA BRIANZA,1
2019,MONZA E DELLA BRIANZA,9. PERCOSSE,65 e oltre,MASCHILE,Monza e della Brianza,108,108,03,Lombardia,Nord-ovest,MB,MONZA E DELLA BRIANZA,1
2020,MONZA E DELLA BRIANZA,9. PERCOSSE,65 e oltre,FEMMINILE,Monza e della Brianza,108,108,03,Lombardia,Nord-ovest,MB,MONZA E DELLA BRIANZA,1
