PROT_SDI,COD_VITTIMA,SEX_VITTIMA,ETA_VITTIMA,NAZIONE_NASCITA_VITTIMA,NAZIONE_NASCITA_VITTIMA_ISO
PAPC042024000497,19880104090621075954,MASCHIO,55,ITALIA,ITA
PAPC062024000106,20220521104313954461,FEMMINA,66,FRANCIA,FRA
PAPC092024000098,19951204184507055002,FEMMINA,64,ITALIA,ITA
PAPC092024000433,20030922212128540750,FEMMINA,42,ITALIA,ITA
PAPC112024000402,19951219184611071082,FEMMINA,49,ITALIA,ITA
PAPC112024000681,20050805165739637325,FEMMINA,46,ITALIA,ITA
PAPC112024000880,20070515131903277229,FEMMINA,35,ITALIA,ITA
PAPC132024000942,20210415110444004490,FEMMINA,62,FRANCIA,FRA
PAPC142024001493,19960620184940914119,MASCHIO,51,ITALIA,ITA
PAPC142024005095,19821222124740010416,FEMMINA,72,ITALIA,ITA
PAPC162024036000,20200722134841020584,FEMMINA,24,TUNISIA,TUN
PAPC162024036024,20180910120947824771,FEMMINA,32,NIGERIA,NGA
PAPC172025000039,20050308100549010331,FEMMINA,42,ITALIA,ITA
PAPC182023000155,20180919171903700954,FEMMINA,22,ITALIA,ITA
PAPC182023302732,20231219121901418692,MASCHIO,17,ITALIA,ITA
PAPC182024000140,20010920133606577918,FEMMINA,38,ITALIA,ITA
PAPC182024300050,20100814115843505507,FEMMINA,40,ITALIA,ITA
PAPC182024301603,20020106010342540077,FEMMINA,47,ITALIA,ITA
PAPC182024301631,20041207095209966141,MASCHIO,57,ITALIA,ITA
PAPC182024301823,20160930150718319749,MASCHIO,26,ITALIA,ITA
PAPC182024301823,20180731194645244216,MASCHIO,24,ITALIA,ITA
PAPC182024302355,19890306111805019893,MASCHIO,52,ITALIA,ITA
PAPC182024302561,20241028122838653257,MASCHIO,45,ITALIA,ITA
PAPC182024303060,20060510140824575702,FEMMINA,41,ITALIA,ITA
PAPC192023200155,20030823172325754937,FEMMINA,43,ITALIA,ITA
PAPQ132024400128,20240204164236790350,FEMMINA,18,ITALIA,ITA
PAPT112024000001,20240321101748514599,FEMMINA,13,ITALIA,ITA
PCCS102024000022,19980909112632200886,FEMMINA,62,ITALIA,ITA
PCCS212024000011,20040515123106724148,FEMMINA,43,ITALIA,ITA
PCCS212024000029,20240820095550659819,MASCHIO,57,FRANCIA,FRA
PCCS212025000008,20241214161738223045,FEMMINA,9,GAMBIA,GMB
PCCS232024000008,20031120015817798247,MASCHIO,43,ITALIA,ITA
PDCC012024850080,20070401151020253586,FEMMINA,40,ITALIA,ITA
PDCC022024000126,20240322224635610891,FEMMINA,36,ITALIA,ITA
PDCS012023000049,20030102074825690045,MASCHIO,52,ITALIA,ITA
PDCS012023000049,20221012165202917921,FEMMINA,56,ITALIA,ITA
PDCS052023000096,19981130100738062942,FEMMINA,54,ITALIA,ITA
PDCS072024000007,20140506223953510589,FEMMINA,44,ROMANIA,ROU
PDCS082024000017,20020526141427583452,FEMMINA,37,ITALIA,ITA
PDCS152024000017,20230925145103888403,FEMMINA,30,MOLDAVIA,MDA
PDCS162024850064,20160502184102628859,FEMMINA,40,ROMANIA,ROU
PDCS182023000032,20231223120520518350,FEMMINA,36,VENEZUELA,VEN
PDCS182024000039,20220422092429597576,FEMMINA,36,BANGLADESH,BGD
PDCS192024000084,19960228105824676685,FEMMINA,49,ITALIA,ITA
PDCS222024000002,20130124131253702328,FEMMINA,25,CINA,CHN
PDCS222024000095,20160129224825010081,FEMMINA,21,ITALIA,ITA
PDCS232024000078,20200406132945646303,FEMMINA,60,ITALIA,ITA
PDCS252024000060,20010923015855411073,FEMMINA,50,ITALIA,ITA
PDCS262024850331,20090110111402434050,FEMMINA,44,UCRAINA,UKR
PDCS282024000046,20060616114249475510,MASCHIO,61,ITALIA,ITA
PDCS372024000142,20110617005357306055,FEMMINA,35,ITALIA,ITA
PDCS382024000004,20190716182741981155,FEMMINA,32,ROMANIA,ROU
PDCS382024000013,20240519142309924855,FEMMINA,30,MOLDAVIA,MDA
PDCS382024000016,20140206182327259292,FEMMINA,51,COLOMBIA,COL
PDCS392025000001,20240110135334855243,FEMMINA,30,ITALIA,ITA
PDCS402024000009,20020510225951592047,FEMMINA,42,ITALIA,ITA
PDCS442024000062,19990302103656096748,FEMMINA,46,ROMANIA,ROU
PDCS472024000060,20200319190606210353,FEMMINA,49,ITALIA,ITA
PDCS482025850528,20171113132259377893,FEMMINA,49,ITALIA,ITA
PDEV032024000049,20230426161626966990,FEMMINA,48,UCRAINA,UKR
PDPC002024000336,20070512093210088229,FEMMINA,46,ROMANIA,ROU
PDPC002024000716,20180731174353354263,FEMMINA,35,NIGERIA,NGA
PDPT102024000180,19791102124743010897,FEMMINA,64,ITALIA,ITA
PECS042024000029,20200623123933864158,FEMMINA,34,ITALIA,ITA
PECS062024000009,20190211110236253656,FEMMINA,40,ROMANIA,ROU
PECS122024000046,20060802195220358642,FEMMINA,55,ITALIA,ITA
PECS162023000019,20150423214636301466,FEMMINA,25,ITALIA,ITA
PECS272024000006,20151204103623848991,FEMMINA,18,UCRAINA,UKR
PECS272024850362,20021016171204648544,FEMMINA,69,VENEZUELA,VEN
PECS272024850362,20061213162944382278,FEMMINA,35,VENEZUELA,VEN
PEPQ102024510747,20040827113015460359,FEMMINA,46,ITALIA,ITA
PEPQ302024000106,20090704144251924688,FEMMINA,49,ITALIA,ITA
PEPQ302024000119,20210430163823073551,FEMMINA,13,MAROCCO,MAR
PEPT102023000014,20111003120252638880,FEMMINA,29,ITALIA,ITA
PEPT102024000008,20240828114902145394,MASCHIO,6,ITALIA,ITA
PEPT102024000008,20240828115119747208,MASCHIO,8,ITALIA,ITA
PEPT102024000009,20241108152811886039,FEMMINA,5,ITALIA,ITA
PEPT102025000003,20050314105147496658,FEMMINA,31,ITALIA,ITA
PEPT102025000004,20190817155444425798,FEMMINA,17,ITALIA,ITA
PGCC082024100041,20070710132409342078,FEMMINA,47,ITALIA,ITA
PGCS042024851861,20120926191012859335,FEMMINA,45,ITALIA,ITA
PGCS172024000024,20210602115238060641,FEMMINA,38,UCRAINA,UKR
PGCS222024000030,20050718102223597731,MASCHIO,35,ALBANIA,ALB
PGCS222024000030,20191017133153146999,FEMMINA,14,ITALIA,ITA
PGCS222024000030,20230708122003209787,FEMMINA,16,ITALIA,ITA
PGCS222024000030,20230708122024976448,FEMMINA,8,ITALIA,ITA
PGCS222024000031,20181009075233631425,FEMMINA,20,ITALIA,ITA
PGCS222024000090,20200128123529085971,FEMMINA,51,ITALIA,ITA
PGCS222024850415,20070904094803060254,FEMMINA,35,ITALIA,ITA
PGCS222025000002,20211127143405701263,FEMMINA,30,ALBANIA,ALB
PGCS402024850086,20040910202317901656,FEMMINA,47,ITALIA,ITA
PGCS522025000007,20051229110732792533,FEMMINA,46,ITALIA,ITA
PGCS532023000019,20040505085730764741,FEMMINA,57,ROMANIA,ROU
PGPC012022000417,20241203144711010383,FEMMINA,51,ALBANIA,ALB
PGPC032024000113,20070924084827164444,MASCHIO,45,MAROCCO,MAR
PGPQ102023002368,19940811222505013976,FEMMINA,51,ITALIA,ITA
PGPQ102023002369,20220728121231234989,FEMMINA,24,ITALIA,ITA
PGPQ102023002375,20000605110942027708,FEMMINA,38,ITALIA,ITA
PGPQ102023002383,20030423115302859981,FEMMINA,57,ITALIA,ITA
PGPQ102023002384,20190730192235201275,FEMMINA,21,ITALIA,ITA
PGPQ102023002395,20210209082533631184,MASCHIO,15,ITALIA,ITA
PGPQ102023002404,20220407103122229501,FEMMINA,41,UCRAINA,UKR
PGPQ102023002405,20020518022820626825,FEMMINA,44,ITALIA,ITA
PGPQ102023002406,20140606165235809217,FEMMINA,35,ARGENTINA,ARG
PGPQ102023002408,20240103095849559953,FEMMINA,10,ITALIA,ITA
PGPQ102023002410,20050713163434596016,FEMMINA,34,ITALIA,ITA
PGPQ102023002411,20060318032747485482,MASCHIO,55,ITALIA,ITA
PGPQ102023002411,20160805161308904692,FEMMINA,51,ITALIA,ITA
PGPQ102023002420,19850918204552859004,MASCHIO,77,ITALIA,ITA
PGPQ102023002420,19960927091636088600,FEMMINA,77,ITALIA,ITA
PGPQ102023002420,20021224154653998766,MASCHIO,50,ITALIA,ITA
PGPQ102023002431,20211227202237691817,FEMMINA,19,ITALIA,ITA
PGPQ102023002434,20221105203453423664,FEMMINA,19,ITALIA,ITA
PGPQ102023002438,20040423001931782323,FEMMINA,21,ITALIA,ITA
PGPQ102023002448,19920226091146236709,FEMMINA,63,ITALIA,ITA
PGPQ102023002454,20170120102405362075,FEMMINA,23,ITALIA,ITA
PGPQ102023002462,20000406092244068160,FEMMINA,58,ITALIA,ITA
PGPQ102023002468,19900806221132004626,FEMMINA,54,ITALIA,ITA
PGPQ102023500105,20060504003653328562,FEMMINA,33,ITALIA,ITA
PGPQ102024000036,20140801181451490386,FEMMINA,85,ITALIA,ITA
PGPQ102024000042,20120123113732428603,FEMMINA,30,ITALIA,ITA
PGPQ102024000052,19751121124939000747,MASCHIO,83,ITALIA,ITA
PGPQ102024000052,20100519091426051543,FEMMINA,78,ITALIA,ITA
PGPQ102024000064,20030807121136225791,FEMMINA,20,ITALIA,ITA
PGPQ102024000064,20220512151606097564,FEMMINA,19,ITALIA,ITA
PGPQ102024000064,20230316081953251385,FEMMINA,20,ITALIA,ITA
PGPQ102024000082,19751121124939000747,MASCHIO,83,ITALIA,ITA
PGPQ102024000082,20100519091426051543,FEMMINA,78,ITALIA,ITA
PGPQ102024000084,20231217191759423882,FEMMINA,37,MOLDAVIA,MDA
PGPQ102024000112,20120123113732428603,FEMMINA,30,ITALIA,ITA
PGPQ102024000126,20060602030721615917,FEMMINA,38,ITALIA,ITA
PGPQ102024000128,20210916140714086009,FEMMINA,22,ITALIA,ITA
PGPQ102024000130,20030224023702572084,FEMMINA,55,ITALIA,ITA
PGPQ102024000133,20170322223440031197,FEMMINA,29,ITALIA,ITA
PGPQ102024000145,20010830172003578156,FEMMINA,44,POLONIA,POL
PGPQ102024000235,20041027110952139929,FEMMINA,42,ROMANIA,ROU
PGPQ102024000235,20221028120406514909,FEMMINA,16,ITALIA,ITA
PGPQ102024000235,20231121213822772392,MASCHIO,8,ITALIA,ITA
PGPQ102024000240,20050220222449064662,FEMMINA,39,ITALIA,ITA
PGPQ102024000302,20231202120823738763,FEMMINA,12,ITALIA,ITA
PGPQ102024000303,20000602114637081497,FEMMINA,53,ECUADOR,ECU
PGPQ102024000315,20000817192242051675,FEMMINA,54,ALBANIA,ALB
PGPQ102024000315,20190816160400437596,MASCHIO,16,ALBANIA,ALB
PGPQ102024000321,20060321091438599511,FEMMINA,41,ECUADOR,ECU
PGPQ102024000361,20140702153249731130,FEMMINA,38,MOLDAVIA,MDA
PGPQ102024000361,20240303143728913912,MASCHIO,3,ITALIA,ITA
PGPQ102024000361,20240303143728918749,MASCHIO,5,ITALIA,ITA
PGPQ102024000361,20240303143728922917,MASCHIO,8,ITALIA,ITA
PGPQ102024000450,20010620133310067271,FEMMINA,56,ITALIA,ITA
PGPQ102024000507,20190112103929071157,MASCHIO,35,ECUADOR,ECU
PGPQ102024000507,20190820143604726156,FEMMINA,30,ARGENTINA,ARG
PGPQ102024000513,20191026090800267450,FEMMINA,34,ITALIA,ITA
PGPQ102024000576,20070519230828037581,FEMMINA,32,ROMANIA,ROU
PGPQ102024000588,20070711002027173482,FEMMINA,37,ROMANIA,ROU
PGPQ102024000604,20170829151108760914,FEMMINA,26,MAROCCO,MAR
PGPQ102024000685,20210402172650718734,FEMMINA,19,ITALIA,ITA
PGPQ102024000707,20060606123547756901,FEMMINA,44,MOLDAVIA,MDA
PGPQ102024000707,20160622125625583961,FEMMINA,16,ITALIA,ITA
PGPQ102024000707,20160622125625884237,MASCHIO,18,ITALIA,ITA
PGPQ102024000735,20120624145501781025,FEMMINA,42,TUNISIA,TUN
PGPQ102024000735,20240426115513785935,MASCHIO,11,TUNISIA,TUN
PGPQ102024000735,20240503150734761352,MASCHIO,3,ITALIA,ITA
PGPQ102024000771,20070316141156714258,FEMMINA,56,ROMANIA,ROU
PGPQ102024000854,20050326205408720980,FEMMINA,34,ITALIA,ITA
PGPQ102024000855,20080810233720012136,FEMMINA,40,ECUADOR,ECU
PGPQ102024000928,20111123125958904447,FEMMINA,30,ECUADOR,ECU
PGPQ102024000931,20080326083413520085,FEMMINA,34,ITALIA,ITA
PGPQ102024000931,20240527120530609136,MASCHIO,4,ITALIA,ITA
PGPQ102024000931,20240527120710063277,MASCHIO,1,ITALIA,ITA
PGPQ102024000952,20140713120105153604,FEMMINA,24,ITALIA,ITA
PGPQ102024000975,20110405093351157838,FEMMINA,42,ITALIA,ITA
PGPQ102024000977,19850409130938366520,FEMMINA,83,ITALIA,ITA
PGPQ102024000979,20031031115933262733,FEMMINA,53,ECUADOR,ECU
PGPQ102024000980,20140831201906003352,FEMMINA,28,ROMANIA,ROU
PGPQ102024001002,20110211082246687302,FEMMINA,36,ALBANIA,ALB
PGPQ102024001018,20070314115219123636,FEMMINA,58,PERU',PER
PGPQ102024001032,20021025165459439843,FEMMINA,50,ITALIA,ITA
PGPQ102024001046,20031227124557613571,FEMMINA,46,ROMANIA,ROU
PGPQ102024001071,20240612101515222046,FEMMINA,18,ECUADOR,ECU
PGPQ102024001083,20021025165459439843,FEMMINA,50,ITALIA,ITA
PGPQ102024001084,19980305094520034540,FEMMINA,42,ITALIA,ITA
PGPQ102024001117,20090909151614372518,FEMMINA,55,MAROCCO,MAR
PGPQ102024001131,20140713120105153604,FEMMINA,24,ITALIA,ITA
PGPQ102024001133,20010607171115787106,FEMMINA,52,ITALIA,ITA
PGPQ102024001138,20010808012325870832,FEMMINA,39,ITALIA,ITA
PGPQ102024001138,20240629092037897798,MASCHIO,3,ITALIA,ITA
PGPQ102024001157,20030806170052115132,FEMMINA,45,ITALIA,ITA
PGPQ102024001188,19990116095737720003,FEMMINA,51,ITALIA,ITA
PGPQ102024001211,20190729221515171071,FEMMINA,27,ITALIA,ITA
PGPQ102024001220,20060722204313139763,FEMMINA,34,ITALIA,ITA
PGPQ102024001241,19980112161155095551,FEMMINA,50,ITALIA,ITA
PGPQ102024001245,20201030155006835650,FEMMINA,31,ITALIA,ITA
PGPQ102024001323,20140917083559513451,FEMMINA,31,NIGERIA,NGA
PGPQ102024001370,20060915122429689841,FEMMINA,36,ITALIA,ITA
PGPQ102024001372,20030731103743811007,FEMMINA,50,PERU',PER
PGPQ102024001380,20170920093420169459,FEMMINA,22,ITALIA,ITA
PGPQ102024001397,20170211122826687430,FEMMINA,31,NIGERIA,NGA
PGPQ102024001398,20110202134201632261,FEMMINA,29,ECUADOR,ECU
PGPQ102024001452,20160720210735328823,FEMMINA,23,ITALIA,ITA
PGPQ102024001494,20040818132928994841,FEMMINA,55,ITALIA,ITA
PGPQ102024001534,20030606114840541816,FEMMINA,58,ECUADOR,ECU
PGPQ102024001536,19990423164744035742,FEMMINA,52,ITALIA,ITA
PGPQ102024001546,20050811014647294207,FEMMINA,27,ITALIA,ITA
PGPQ102024001562,20090309102906514251,FEMMINA,34,ITALIA,ITA
PGPQ102024001562,20210610090429155908,FEMMINA,7,ITALIA,ITA
PGPQ102024001605,20030814155528684092,FEMMINA,52,ITALIA,ITA
PGPQ102024001659,20080603100656656900,FEMMINA,37,MOLDAVIA,MDA
PGPQ102024001690,20030214124415391596,FEMMINA,35,ITALIA,ITA
PGPQ102024001693,20120624145501781025,FEMMINA,43,TUNISIA,TUN
PGPQ102024001693,20240503150734761352,MASCHIO,4,ITALIA,ITA
PGPQ102024001756,20010607171115787106,FEMMINA,52,ITALIA,ITA
PGPQ102024001756,20010607171115787106,FEMMINA,51,ITALIA,ITA
PGPQ102024001764,19990423164744035742,FEMMINA,53,ITALIA,ITA
PGPQ102024001802,20070313092215133193,FEMMINA,56,REPUBBLICA DOMINICANA,DOM
PGPQ102024001803,20070711002027173482,FEMMINA,38,ROMANIA,ROU
PGPQ102024001824,19980611155849026655,FEMMINA,49,MOLDAVIA,MDA
PGPQ102024001824,20241018092617668105,MASCHIO,12,ITALIA,ITA
PGPQ102024001952,20140621115814734913,FEMMINA,46,ALBANIA,ALB
PGPQ102024001957,20100617091510157710,FEMMINA,46,UCRAINA,UKR
PGPQ102024001960,20060915122429689841,FEMMINA,36,ITALIA,ITA
PGPQ102024001965,20030924111911596795,FEMMINA,39,ITALIA,ITA
PGPQ102024001985,20070306163257109751,FEMMINA,53,ITALIA,ITA
PGPQ102024001987,20020919212310461857,FEMMINA,51,ITALIA,ITA
PGPQ102024002021,20110202134201632261,FEMMINA,30,ECUADOR,ECU
PGPQ102024002052,20220326000804024907,FEMMINA,33,VENEZUELA,VEN
PGPQ102024002060,19981121163901043292,MASCHIO,49,ITALIA,ITA
PGPQ102024002088,20111115084633002726,FEMMINA,27,COSTA D'AVORIO,CIV
PGPQ102024002089,20060915122429689841,FEMMINA,37,ITALIA,ITA
PGPQ102024002090,20210425200615487939,FEMMINA,13,ITALIA,ITA
PGPQ102024002101,20160408093744893394,FEMMINA,29,ITALIA,ITA
PGPQ102024002175,20130201140924020127,FEMMINA,28,MOLDAVIA,MDA
PGPQ102024002179,20150122082710593599,FEMMINA,25,ITALIA,ITA
PGPQ102024002183,20060915122429689841,FEMMINA,37,ITALIA,ITA
PGPQ102024002183,20241203100209461221,FEMMINA,6,ITALIA,ITA
PGPQ102024002185,20170423151426049129,FEMMINA,28,NIGERIA,NGA
PGPQ102024002340,20160123172725383242,FEMMINA,35,LIBIA,LBY
PGPQ102024002340,20160728091306283733,FEMMINA,29,LIBIA,LBY
PGPQ102024002340,20191108074351803398,FEMMINA,22,LIBIA,LBY
PGPQ102024002344,20160503125333078818,FEMMINA,31,KENYA,KEN
PGPQ102024002345,19980712082549058735,FEMMINA,47,ITALIA,ITA
PGPQ102024002345,20211209123140807050,MASCHIO,20,ITALIA,ITA
PGPQ102024002345,20220204224942051114,FEMMINA,23,ITALIA,ITA
PGPQ102024002352,20070809024846742190,FEMMINA,36,ITALIA,ITA
PGPQ102024002362,20211102085621508547,FEMMINA,20,REPUBBLICA DOMINICANA,DOM
PGPQ102024500057,20110822230608249176,FEMMINA,32,ITALIA,ITA
PGPQ102024500080,20021025165459439843,FEMMINA,50,ITALIA,ITA
PGPQ102024500089,20020519104259589662,MASCHIO,49,ITALIA,ITA
PGPQ102024500105,20240325093654885466,FEMMINA,39,ITALIA,ITA
PGPQ102024500149,20120426183321963246,MASCHIO,28,ROMANIA,ROU
PGPQ102024500281,20170811000508702550,FEMMINA,41,ROMANIA,ROU
PGPQ102024500343,20140831201906003352,FEMMINA,28,ROMANIA,ROU
PGPQ102025000120,20230331224548884337,FEMMINA,10,ITALIA,ITA
PGPQ102025000155,20190529114605921664,FEMMINA,21,ITALIA,ITA
PGPQ102025000155,20230823120201246023,MASCHIO,0,ITALIA,ITA
PGPQ102025000155,20230823120228364202,FEMMINA,1,ITALIA,ITA
PGPQ102025000162,20130122093517875732,FEMMINA,32,ITALIA,ITA
PGPQ102025000254,20040728125517308691,MASCHIO,35,ITALIA,ITA
PGPQ102025000254,20200825170025702241,FEMMINA,27,ITALIA,ITA
PGPQ102025000333,20080606175206882985,FEMMINA,56,ITALIA,ITA
PGPQ102025000495,20090921102839523394,FEMMINA,43,FEDERAZIONE RUSSA,RUS
PGPQ102025000584,20020919212310461857,FEMMINA,51,ITALIA,ITA
PGPQ302024000007,20200617094307668277,FEMMINA,26,ITALIA,ITA
PGPQ302024000022,20171130111448174344,FEMMINA,28,ITALIA,ITA
PGPQ302024000044,20010530144636808535,FEMMINA,49,ITALIA,ITA
PICC012024000746,20110402093529781863,FEMMINA,52,GERMANIA,DEU
PICC012025000161,20121227122238511229,FEMMINA,40,ITALIA,ITA
PICE022024000016,20190812075521210137,FEMMINA,39,PORTOGALLO,PRT
PICS042024000106,20170428171617186648,FEMMINA,29,ITALIA,ITA
PICS062024000060,19870528155636010684,FEMMINA,56,ITALIA,ITA
PICS102024000025,20150413224900557673,FEMMINA,34,ITALIA,ITA
PICS202024000024,20151128083541621684,MASCHIO,54,ITALIA,ITA
PICS242024000002,20240114180228939444,MASCHIO,46,ITALIA,ITA
PICS252024000016,20051214095439190934,FEMMINA,54,ITALIA,ITA
PICS252024000018,20030208194036089736,MASCHIO,53,ITALIA,ITA
PICS352024000013,19990614132214054323,FEMMINA,48,ITALIA,ITA
PICS402024000016,19980318124332040997,FEMMINA,46,ITALIA,ITA
PICS422024850016,20080818195855818210,MASCHIO,37,ITALIA,ITA
PIPC012024000073,20040516074642651742,FEMMINA,38,ITALIA,ITA
PIPC012024000214,19970210093633057141,MASCHIO,45,ITALIA,ITA
PNPQ102024002099,20100716094256130449,MASCHIO,33,ITALIA,ITA
PNPQ102024002099,20100716094256130449,MASCHIO,35,ITALIA,ITA
PNPQ102024002198,20130822173942958138,FEMMINA,13,ITALIA,ITA
PNPQ102024002199,20051121113658897709,FEMMINA,45,ROMANIA,ROU
PNPQ102024002215,20020827114247165842,FEMMINA,37,ITALIA,ITA
PNPQ102024002314,20130607164946643982,FEMMINA,30,ITALIA,ITA
PNPQ302024000003,20160409113310435373,FEMMINA,25,MAROCCO,MAR
PNPQ302025000018,20240907095644660328,FEMMINA,17,ITALIA,ITA
POCC032024000015,20210804174622206775,FEMMINA,19,ITALIA,ITA
POCS032024000016,20011114114426823640,FEMMINA,38,ITALIA,ITA
POCS042023000177,20090304233936401324,FEMMINA,33,ALBANIA,ALB
POCS042024000108,20240410111257971513,FEMMINA,4,ITALIA,ITA
POCS062024000155,20181117203115910128,FEMMINA,24,ITALIA,ITA
POCS062024850315,20010527203152110268,FEMMINA,41,ITALIA,ITA
POPQ102023103451,20020208074225058334,FEMMINA,42,ITALIA,ITA
POPQ102024100411,20160801132537578453,FEMMINA,45,CINA,CHN
POPQ102024102030,20180803163842633548,FEMMINA,23,ITALIA,ITA
POPQ102024102066,20200122214549405375,FEMMINA,38,REPUBBLICA SLOVACCA,SVK
POPQ102024102067,20031003210249425929,FEMMINA,70,ITALIA,ITA
POPQ102024102067,20031003210249493980,FEMMINA,49,ITALIA,ITA
POPQ102024102079,20240203093719659577,FEMMINA,24,SPAGNA,ESP
POPQ102024102218,19980704213906034993,FEMMINA,46,ITALIA,ITA
POPQ102024102256,19980704213906034993,FEMMINA,46,ITALIA,ITA
POPQ102024102328,20010813150143740746,FEMMINA,53,ITALIA,ITA
POPQ102024102460,20241031031750960652,FEMMINA,18,STATI UNITI D'AMERICA,USA
POPQ102024102523,20040928115255899191,FEMMINA,49,ITALIA,ITA
POPQ302024000135,20180904224636432005,FEMMINA,37,CINA,CHN
PRCC012024000186,20151027095607358795,FEMMINA,32,MOLDAVIA,MDA
PRCC042023000045,20240319073145501023,FEMMINA,83,ITALIA,ITA
PRCP032024000004,20240515084353249739,FEMMINA,76,ITALIA,ITA
PRCS012025000029,20040829103934385113,FEMMINA,47,ITALIA,ITA
PRCS022024000161,20050413162915914971,FEMMINA,57,ITALIA,ITA
PRCS052024000004,20051215141844943001,FEMMINA,64,ITALIA,ITA
PRCS142024000029,20240722120502150826,FEMMINA,30,COSTA D'AVORIO,CIV
PRCS212023000010,20030704121654566485,FEMMINA,36,ITALIA,ITA
PRCS252024000009,20040726172506943982,FEMMINA,38,ITALIA,ITA
PRCS252024000015,20180925145941660659,FEMMINA,23,ALBANIA,ALB
PRCS252024000038,19980122130553082469,FEMMINA,45,ITALIA,ITA
PRCS252024000057,20140131122422477660,FEMMINA,37,MAROCCO,MAR
PRCS262024000003,20240115165807671387,FEMMINA,37,GEORGIA,GEO
PRCS322024000010,19970419084629065883,FEMMINA,52,ITALIA,ITA
PRCS322024000064,20220504161729544659,FEMMINA,31,SRI LANKA (CEYLON),LKA
PRCS342024000029,20111113184615851104,FEMMINA,48,ITALIA,ITA
PRCS342024000036,20030123122908921960,FEMMINA,67,ITALIA,ITA
PRCS342024000053,20140124115700978574,FEMMINA,37,MOLDAVIA,MDA
PRCS362024000011,19871003155650001962,FEMMINA,59,ITALIA,ITA
PRCS382024000008,20101024115702006608,FEMMINA,29,ITALIA,ITA
PRCS392023000133,20231226103400921280,FEMMINA,24,ITALIA,ITA
PSCS082025000002,20240122043732757087,FEMMINA,40,SENEGAL,SEN
PSCS092024000085,20090722001232089249,MASCHIO,34,ITALIA,ITA
PSCS192024000086,20140718102912147883,FEMMINA,37,ROMANIA,ROU
PSCS212025000001,20160429173755004120,FEMMINA,29,NIGERIA,NGA
PSCS292025000002,20190627195138297428,FEMMINA,22,MAROCCO,MAR
PSCS322024000080,20051212110919627337,FEMMINA,48,POLONIA,POL
PSCS382024000009,20240301080510418875,FEMMINA,17,ITALIA,ITA
PSPG402023000037,20020211110749420469,FEMMINA,45,ITALIA,ITA
PSPQ102025000402,20070405100403506222,FEMMINA,33,ITALIA,ITA
PTCC012024000020,20091207091013905769,FEMMINA,76,ITALIA,ITA
PTCC012024000076,19940510132609008807,FEMMINA,62,ITALIA,ITA
PTCC022024000144,20180119085650091599,FEMMINA,28,ITALIA,ITA
PTCS012024000324,20210512161255794337,FEMMINA,16,ITALIA,ITA
PTCS072024000086,20241012122335880958,FEMMINA,19,ITALIA,ITA
PTCS102023000012,20060809141556884268,FEMMINA,50,ITALIA,ITA
PTCS152024000005,20100919212535761457,MASCHIO,31,ITALIA,ITA
PTCS152024000049,20241026145115938256,FEMMINA,15,ITALIA,ITA
PTCS152024850060,20020129153240571479,FEMMINA,34,ALBANIA,ALB
PTCS152024850060,20060909100303096854,MASCHIO,34,ITALIA,ITA
PTCS182024000019,20050218124954019874,FEMMINA,48,ALBANIA,ALB
PTPC012024000151,20030513175547338759,FEMMINA,40,ITALIA,ITA
PTPC012024000817,20190726162344062127,FEMMINA,22,ITALIA,ITA
PTPC022024000131,20210609122557350037,FEMMINA,17,ITALIA,ITA
PTPQ102024001283,20040402023201963909,FEMMINA,51,ITALIA,ITA
PTPQ102025000012,20030117135206762726,FEMMINA,55,ITALIA,ITA
PVCC022024990016,20010701235639412175,MASCHIO,54,ITALIA,ITA
PVCS032024000016,20060123013556016289,MASCHIO,38,ITALIA,ITA
PVCS072024000042,20081207161355838810,FEMMINA,48,ROMANIA,ROU
PVCS072024000042,20090411082650792529,MASCHIO,52,ROMANIA,ROU
PVCS072024850335,20211012100156096856,FEMMINA,33,ALBANIA,ALB
PVCS072024850335,20211012100156096856,FEMMINA,28,ALBANIA,ALB
PVCS092024850048,20161120130502305776,FEMMINA,23,ITALIA,ITA
PVCS142024233024,20130404111040499724,FEMMINA,24,ITALIA,ITA
PVCS232025000007,20220917230331546574,FEMMINA,27,ITALIA,ITA
PVCS302024000029,20190118233141509385,FEMMINA,26,ITALIA,ITA
PVCS342024000190,20190530030540095483,MASCHIO,37,ROMANIA,ROU
PVCS382024000027,20171226081710785106,FEMMINA,54,ITALIA,ITA
PVPC012024031747,20240617154533797845,FEMMINA,59,ROMANIA,ROU
PVPC012024033929,20240304150110593630,FEMMINA,37,CUBA,CUB
PVPC022024000111,20010104132744047167,FEMMINA,46,ITALIA,ITA
PVPC022024000803,20051209032925417775,MASCHIO,58,ITALIA,ITA
PVPQ102024032701,20120118105658231426,MASCHIO,26,ITALIA,ITA
PVPQ102024040301,20160303124338837421,FEMMINA,26,NIGERIA,NGA
PVPQ102024101501,19900726174738090936,FEMMINA,55,ITALIA,ITA
PZCS072024000023,20240307105109314571,FEMMINA,34,TUNISIA,TUN
PZCS122024850221,19870515155643014740,FEMMINA,57,ITALIA,ITA
PZCS142024000010,20080731162415619239,FEMMINA,47,ROMANIA,ROU
PZCS142024000022,20080731162415619239,FEMMINA,49,ROMANIA,ROU
PZCS162024000051,20240530113505938528,MASCHIO,50,ITALIA,ITA
PZCS242024000015,20061228200944607042,FEMMINA,58,ITALIA,ITA
