PROT_SDI,ART,T_NORMA,RIF_LEGGE,DES_REA_EVE
COPQ302024000072,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
NAPC312024800020,612,CP,,MINACCIA - ATTI PERSECUTORI -
MEPC042024000075,612,CP,,MINACCIA
PAPC062024000106,612,CP,,MINACCIA - ATTI PERSECUTORI -
NACS972024000180,612,CP,,MINACCIA - ATTI PERSECUTORI COMMESSI DAL CONIUGE LEGALMENTE SEPARATO/DIVORZIATO O DA PERSONA CHE SIA STATA LEGATA DA RELAZIONE AFFETTIVA ALLA PERSONA LESA
NAPC132024000873,582,CP,,LESIONI PERSONALI
CRCS212024000126,582,CP,,LESIONI PERSONALI
AOPQ102024001690,612,CP,,MINACCIA - ATTI PERSECUTORI COMMESSI DAL CONIUGE LEGALMENTE SEPARATO/DIVORZIATO O DA PERSONA CHE SIA STATA LEGATA DA RELAZIONE AFFETTIVA ALLA PERSONA LESA
PDCS442024000062,610,CP,,VIOLENZA PRIVATA
PDPT102024000180,609,CP,,VIOLENZA SESSUALE
MIPC012024150331,612,CP,,MINACCIA - ATTI PERSECUTORI -
MIPC012024150330,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
PVCS092024850048,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
FGCS472024851450,612,CP,,MINACCIA - ATTI PERSECUTORI COMMESSI DAL CONIUGE LEGALMENTE SEPARATO/DIVORZIATO O DA PERSONA CHE SIA STATA LEGATA DA RELAZIONE AFFETTIVA ALLA PERSONA LESA
MIPC022019000614,582,CP,,LESIONI PERSONALI
AVPC022024000418,582,CP,,LESIONI PERSONALI
BOPQ312023000350,609,CP,,VIOLENZA SESSUALE AGGRAVATA
LECC052024000009,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
RAPQ102024001463,612,CP,,MINACCIA - ATTI PERSECUTORI -
PAPC092024000098,629,CP,,ESTORSIONE
PAPQ132024400128,609,CP,,VIOLENZA SESSUALE
PAPC182023302732,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
POPQ102024102067,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
RMPC272024000054,612,CP,,MINACCIA
RMPC472024402034,570,CP,,VIOLAZIONE DEGLI OBBLIGHI DI ASSISTENZA FAMILIARE
RMPC472024402177,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
ROCS112024000029,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
VRCS472025000005,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
MICS732024851369,582,CP,,LESIONI PERSONALI
PACS152024850602,612,CP,,MINACCIA
TECS052023000015,581,CP,,PERCOSSE
BGCC012024000068,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
MBCS032024000016,591,CP,,ABBANDONO DI PERSONE MINORI O INCAPACI
NAPC052024000059,612,CP,,MINACCIA - ATTI PERSECUTORI COMMESSI DAL CONIUGE LEGALMENTE SEPARATO/DIVORZIATO O DA PERSONA CHE SIA STATA LEGATA DA RELAZIONE AFFETTIVA ALLA PERSONA LESA
VICS442024000030,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
TOCS172024850049,612,CP,,MINACCIA - ATTI PERSECUTORI COMMESSI DAL CONIUGE LEGALMENTE SEPARATO/DIVORZIATO O DA PERSONA CHE SIA STATA LEGATA DA RELAZIONE AFFETTIVA ALLA PERSONA LESA
BGCC012024000007,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
FRCS282023000019,609,CP,,VIOLENZA SESSUALE
BSCS072024850159,582,CP,,LESIONI PERSONALI
BGCS012025000016,612,CP,,MINACCIA - ATTI PERSECUTORI -
GECS542025000089,609,CP,,VIOLENZA SESSUALE AGGRAVATA
MSPQ312024000032,582,CP,,LESIONI PERSONALI
VRPQV02024001252,582,CP,,LESIONI PERSONALI
FECS052024000039,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
TPPC032024000700,612,CP,,MINACCIA - ATTI PERSECUTORI -
RMPC522024000154,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
BOCS452024850489,612,CP,,MINACCIA
PGCS222024850415,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
PTCS012024000324,581,CP,,PERCOSSE
MNCS432024000023,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
PGPQ102024002060,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
NAPQ102023008584,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
FICS492024000017,612,CP,,MINACCIA - ATTI PERSECUTORI COMMESSI DAL CONIUGE LEGALMENTE SEPARATO/DIVORZIATO O DA PERSONA CHE SIA STATA LEGATA DA RELAZIONE AFFETTIVA ALLA PERSONA LESA
VVCS322024000006,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
RACS332024000001,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
TVCS242024000010,582,CP,,LESIONI PERSONALI
PGPQ102024001494,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
TOPC072023000634,582,CP,,LESIONI PERSONALI
MOCS382024850017,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
FICS622025000006,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
VICS362024850164,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
PGPQ102023002408,609,CP,,VIOLENZA SESSUALE AGGRAVATA
PGPQ102024001245,612,CP,,MINACCIA
PGPQ102024001802,612,CP,,MINACCIA - ATTI PERSECUTORI -
PRCS212023000010,609,CP,,VIOLENZA SESSUALE
MECS972024000006,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
PGPQ102025000333,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
NUCS162024000001,582,CP,,LESIONI PERSONALI
TEPC012024000234,612,CP,,MINACCIA - ATTI PERSECUTORI COMMESSI DAL CONIUGE LEGALMENTE SEPARATO/DIVORZIATO O DA PERSONA CHE SIA STATA LEGATA DA RELAZIONE AFFETTIVA ALLA PERSONA LESA
RMPC152024000035,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
COCS272024000210,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
AGCS012024850090,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
VICS442024000029,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
LUCS182025850034,609,CP,,VIOLENZA SESSUALE
LTCC012024000032,582,CP,,LESIONI PERSONALI
PDPC002024000716,582,CP,,LESIONI PERSONALI
IMPC022024000735,582,CP,,LESIONI PERSONALI
MEPC042024000582,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
MOCS362024000155,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
MCCS082024000091,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
MEPC042024000091,612,CP,,MINACCIA
PGCS172024000024,582,CP,,LESIONI PERSONALI
BGCS362025000016,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
VECS332024000001,575,CP,,OMICIDIO DOLOSO
BZCS742024000005,612,CP,,MINACCIA - ATTI PERSECUTORI COMMESSI DAL CONIUGE LEGALMENTE SEPARATO/DIVORZIATO O DA PERSONA CHE SIA STATA LEGATA DA RELAZIONE AFFETTIVA ALLA PERSONA LESA
MIPQ182024011271,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
ENCC012024000024,582,CP,,LESIONI PERSONALI
SOCS112024850130,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
RCCS392024000016,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
PGPQ102024001138,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
RMPC212024000734,609,CP,,VIOLENZA SESSUALE DI GRUPPO
PACS0F2024000016,612,CP,,MINACCIA - ATTI PERSECUTORI -
BGCS142024000072,582,CP,,LESIONI PERSONALI
BSCS092024000102,582,CP,,LESIONI PERSONALI
FICS202024000024,612,CP,,MINACCIA - ATTI PERSECUTORI -
CTCS372024000000,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
TOCS692023000221,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
MOCS222024000149,609,CP,,VIOLENZA SESSUALE
VTCS452024000004,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
VICS382024000090,582,CP,,LESIONI PERSONALI
VRPQV02024002081,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
MNCS172024000008,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
MICS332025000038,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
RMCS1W2024000070,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
SAPC052025000282,612,CP,,MINACCIA - ATTI PERSECUTORI -
MNPQ102024001491,612,CP,,MINACCIA - ATTI PERSECUTORI -
PGPQ102024500089,612,CP,,MINACCIA - ATTI PERSECUTORI -
PRCS392023000133,582,CP,,LESIONI PERSONALI
SIPQ302024000058,609,CP,,VIOLENZA SESSUALE AGGRAVATA
VRCS412024000045,612,CP,,MINACCIA
MICS442024000008,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
RECS242023000048,609,CP,,VIOLENZA SESSUALE AGGRAVATA
MICS832024000044,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
CLCS012024000001,582,CP,,LESIONI PERSONALI
RMCS2C2024000175,612,CP,,MINACCIA - ATTI PERSECUTORI COMMESSI DAL CONIUGE LEGALMENTE SEPARATO/DIVORZIATO O DA PERSONA CHE SIA STATA LEGATA DA RELAZIONE AFFETTIVA ALLA PERSONA LESA
MICS0H2023000070,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
FGPQ102024000062,612,CP,,MINACCIA - ATTI PERSECUTORI -
PACS282024000047,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
MOCS062024000012,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
TOCS952024000121,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
MTCS282025000001,609,CP,,VIOLENZA SESSUALE
BZCC142024000013,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
CHCS402024000027,610,CP,,VIOLENZA PRIVATA
TVCS182023000032,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
BZCS612024000013,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
RECS272024000009,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
TVCS122024000083,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
PVCS072024000042,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
NACS0E2024000104,582,CP,,LESIONI PERSONALI
VEPC052024000160,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
PRCS052024000004,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
VRCS102024000017,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
LECS452024000219,582,CP,,LESIONI PERSONALI
RMPQ312024000031,609,CP,,VIOLENZA SESSUALE
LICS062024000042,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
PEPQ302024000119,609,CP,,VIOLENZA SESSUALE
PGPQ102024001380,612,CP,,MINACCIA - ATTI PERSECUTORI COMMESSI DAL CONIUGE LEGALMENTE SEPARATO/DIVORZIATO O DA PERSONA CHE SIA STATA LEGATA DA RELAZIONE AFFETTIVA ALLA PERSONA LESA
MICS0M2024000007,582,CP,,LESIONI PERSONALI
PTCS182024000019,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
BTCS072024852373,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
RECS122024000048,612,CP,,MINACCIA - ATTI PERSECUTORI -
VECS152024000045,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
MCCS082024000049,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
TOPC012024004030,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
SPCS022024000003,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
AVPC022024000424,609,CP,,VIOLENZA SESSUALE AGGRAVATA
CSCS492023000026,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
AVCS102024850135,609,CP,,ATTI SESSUALI CON MINORENNE
PDCS232024000078,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
VIPQ302024001719,609,CP,,VIOLENZA SESSUALE
LCCS042025000023,612,CP,,MINACCIA - ATTI PERSECUTORI COMMESSI DAL CONIUGE LEGALMENTE SEPARATO/DIVORZIATO O DA PERSONA CHE SIA STATA LEGATA DA RELAZIONE AFFETTIVA ALLA PERSONA LESA
RMCS352024000001,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
MSCS152024000011,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
SVCS102024000045,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
RMCS592024000121,612,CP,,MINACCIA - ATTI PERSECUTORI COMMESSI DAL CONIUGE LEGALMENTE SEPARATO/DIVORZIATO O DA PERSONA CHE SIA STATA LEGATA DA RELAZIONE AFFETTIVA ALLA PERSONA LESA
FICS612023000145,581,CP,,PERCOSSE
BLPQ102023001915,582,CP,,LESIONI PERSONALI
PGPQ102024000854,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
VTCS022024000047,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
BSCS202024000054,577,CP,,ALTRE CIRCOSTANZE AGGRAVANTI PREVISTE PER ART. 575
BOCS372024000122,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
PTPC012024000151,612,CP,,MINACCIA - ATTI PERSECUTORI -
CNCS732024000021,629,CP,,ESTORSIONE
MBCC082024000058,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
AGCS012024000055,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
VIPQ102024000499,581,CP,,PERCOSSE
VAGC542024000007,612,CP,,MINACCIA
BGCS502024000045,582,CP,,LESIONI PERSONALI
CSCS502024000011,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
SSCS622023000036,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
NAPQ102024006040,612,CP,,MINACCIA
NAPQ102023510380,612,CP,,MINACCIA
MICS402024852604,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
AQPC012025000014,612,CP,,MINACCIA - ATTI PERSECUTORI -
MEPC042024000843,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
TSGN422024000025,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
BGCS152024000053,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
VICS202024850304,612,CP,,MINACCIA - ATTI PERSECUTORI COMMESSI IN DANNO DI MINORE/DONNA IN GRAVIDANZA/PERSONA CON DISABILITA'
MIPC192024350090,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
BGCS502024850893,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
GEPQ102024501211,612,CP,,MINACCIA - ATTI PERSECUTORI -
RMPC032024300120,612,CP,,MINACCIA - ATTI PERSECUTORI -
NACS0C2024851657,612,CP,,MINACCIA - ATTI PERSECUTORI COMMESSI DAL CONIUGE LEGALMENTE SEPARATO/DIVORZIATO O DA PERSONA CHE SIA STATA LEGATA DA RELAZIONE AFFETTIVA ALLA PERSONA LESA
MBPQ102024400744,581,CP,,PERCOSSE
MBPQ102024400038,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
RCPQ102024000046,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
ANCS062024000033,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
CTPC012025500108,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
MEPC082024000169,612,CP,,MINACCIA - ATTI PERSECUTORI -
CTCS402024850437,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
CTCS612024852172,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
FICS632024856992,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
CLPC012024001809,387,CP,,VIOLAZIONE DEI PROVVEDIMENTI DI ALLONTANAMENTO DALLA CASA FAMILIARE E DEL DIVIETO DI AVVICINAMENTO AI LUOGHI FREQUENTATI DALLA PERSONA OFFESA-C.P. ART.387 BIS
PAPC162024036000,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
POPQ102024100411,582,CP,,LESIONI PERSONALI
RAPQ102024001532,609,CP,,VIOLENZA SESSUALE
RMCP032024000059,612,CP,,MINACCIA - ATTI PERSECUTORI COMMESSI DAL CONIUGE LEGALMENTE SEPARATO/DIVORZIATO O DA PERSONA CHE SIA STATA LEGATA DA RELAZIONE AFFETTIVA ALLA PERSONA LESA
RMPC532024000510,612,CP,,MINACCIA - ATTI PERSECUTORI COMMESSI DAL CONIUGE LEGALMENTE SEPARATO/DIVORZIATO O DA PERSONA CHE SIA STATA LEGATA DA RELAZIONE AFFETTIVA ALLA PERSONA LESA
RMPC552024900040,609,CP,,VIOLENZA SESSUALE
RMCS0N2024000039,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
LTPC052024000340,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
TPCS362024850018,612,CP,,MINACCIA - ATTI PERSECUTORI COMMESSI DAL CONIUGE LEGALMENTE SEPARATO/DIVORZIATO O DA PERSONA CHE SIA STATA LEGATA DA RELAZIONE AFFETTIVA ALLA PERSONA LESA
TOCS782024850025,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
LIPQ102024501176,612,CP,,MINACCIA - ATTI PERSECUTORI COMMESSI IN DANNO DI MINORE/DONNA IN GRAVIDANZA/PERSONA CON DISABILITA'
CTCS242024000065,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
PNPQ302024000003,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
CTCS652025850501,612,CP,,MINACCIA - ATTI PERSECUTORI COMMESSI DAL CONIUGE LEGALMENTE SEPARATO/DIVORZIATO O DA PERSONA CHE SIA STATA LEGATA DA RELAZIONE AFFETTIVA ALLA PERSONA LESA
PGPQ102024002175,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
MICS752024000038,612,CP,,MINACCIA - ATTI PERSECUTORI -
TOCS732024000071,612,CP,,MINACCIA - ATTI PERSECUTORI COMMESSI DAL CONIUGE LEGALMENTE SEPARATO/DIVORZIATO O DA PERSONA CHE SIA STATA LEGATA DA RELAZIONE AFFETTIVA ALLA PERSONA LESA
COCS312025000015,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
NAPQ102023008587,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
RMPC342024800002,609,CP,,VIOLENZA SESSUALE AGGRAVATA
RMPC322024600341,609,CP,,VIOLENZA SESSUALE
PSCS082025000002,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
FRCS282023000019,612,CP,,MINACCIA
TRPQ302024200015,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
CNCS042024000032,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
ISCS212024000051,612,CP,,MINACCIA - ATTI PERSECUTORI -
RMCS1P2024000070,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
TECC042024000120,582,CP,,LESIONI PERSONALI
PRCS322024000010,387,CP,,VIOLAZIONE DEI PROVVEDIMENTI DI ALLONTANAMENTO DALLA CASA FAMILIARE E DEL DIVIETO DI AVVICINAMENTO AI LUOGHI FREQUENTATI DALLA PERSONA OFFESA-C.P. ART.387 BIS
ALCS202024000035,612,CP,,MINACCIA - ATTI PERSECUTORI COMMESSI DAL CONIUGE LEGALMENTE SEPARATO/DIVORZIATO O DA PERSONA CHE SIA STATA LEGATA DA RELAZIONE AFFETTIVA ALLA PERSONA LESA
MTCS162024000003,581,CP,,PERCOSSE
TOTC022024000011,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
SACS712024000035,387,CP,,VIOLAZIONE DEI PROVVEDIMENTI DI ALLONTANAMENTO DALLA CASA FAMILIARE E DEL DIVIETO DI AVVICINAMENTO AI LUOGHI FREQUENTATI DALLA PERSONA OFFESA-C.P. ART.387 BIS
MICC172024000242,612,CP,,MINACCIA
MCCS292024850304,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
ISCS202024000006,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
ISCS202024000006,629,CP,,ESTORSIONE
PIPC012024000073,387,CP,,VIOLAZIONE DEI PROVVEDIMENTI DI ALLONTANAMENTO DALLA CASA FAMILIARE E DEL DIVIETO DI AVVICINAMENTO AI LUOGHI FREQUENTATI DALLA PERSONA OFFESA-C.P. ART.387 BIS
FGCS582024900001,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
NAPC252024000198,609,CP,,ATTI SESSUALI CON MINORENNE
BAGG432024000086,577,CP,,ALTRE CIRCOSTANZE AGGRAVANTI PREVISTE PER ART. 575
ENCS052024000030,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
TOPQ102023002574,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
RMCS882023000352,612,CP,,MINACCIA - ATTI PERSECUTORI -
FIGN522024000066,582,CP,,LESIONI PERSONALI
BRCS172025000025,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
NUCS632024850007,635,CP,,DANNEGGIAMENTO
TVCS042024000012,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
NACS042024000022,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
AQCS572023000020,612,CP,,MINACCIA - ATTI PERSECUTORI COMMESSI DAL CONIUGE LEGALMENTE SEPARATO/DIVORZIATO O DA PERSONA CHE SIA STATA LEGATA DA RELAZIONE AFFETTIVA ALLA PERSONA LESA
MICS882023851627,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
TVCS242024000029,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
LOPQ302023000121,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
BOCS562024000018,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
VAPC022024001023,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
BAPC142024000553,612,CP,,MINACCIA - ATTI PERSECUTORI -
PDCS182024000039,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
PEPT102024000009,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
VBTS002024000001,609,CP,,VIOLENZA SESSUALE
MBPQ702023000029,612,CP,,MINACCIA - ATTI PERSECUTORI COMMESSI DAL CONIUGE LEGALMENTE SEPARATO/DIVORZIATO O DA PERSONA CHE SIA STATA LEGATA DA RELAZIONE AFFETTIVA ALLA PERSONA LESA
AQCS022023000021,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
RMCS282024000032,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
CACS142024000099,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
BOCS342024000021,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
CNCS472024850799,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
RMPC522024000281,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
BOCS782024000008,582,CP,,LESIONI PERSONALI
RNPQ112023006792,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
MTCS052024850511,612,CP,,MINACCIA - ATTI PERSECUTORI -
LECS392024850310,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
MICS722024000094,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
BICS072024000062,612,CP,,MINACCIA - ATTI PERSECUTORI COMMESSI DAL CONIUGE LEGALMENTE SEPARATO/DIVORZIATO O DA PERSONA CHE SIA STATA LEGATA DA RELAZIONE AFFETTIVA ALLA PERSONA LESA
MOCS322024000007,582,CP,,LESIONI PERSONALI
SVPQ302024000054,575,CP,,OMICIDIO DOLOSO
BACS552023000110,612,CP,,MINACCIA - ATTI PERSECUTORI COMMESSI DAL CONIUGE LEGALMENTE SEPARATO/DIVORZIATO O DA PERSONA CHE SIA STATA LEGATA DA RELAZIONE AFFETTIVA ALLA PERSONA LESA
BOCS362024850233,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
RECS342024000001,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
RACC022025000017,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
SICS382025000001,612,CP,,MINACCIA - ATTI PERSECUTORI -
SACS882024000017,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
BOCS512024000187,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
PGPQ102023002434,609,CP,,VIOLENZA SESSUALE
CSCS282024000010,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
VCPQ702025000001,612,CP,,MINACCIA - ATTI PERSECUTORI -
BOCS272024000053,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
MOCS122024000089,582,CP,,LESIONI PERSONALI
PGPQ102024000036,582,CP,,LESIONI PERSONALI
TRPQ102024000766,612,CP,,MINACCIA - ATTI PERSECUTORI COMMESSI IN DANNO DI MINORE/DONNA IN GRAVIDANZA/PERSONA CON DISABILITA'
