PROT_SDI,COD_COLP_DA_PROVV,SEX_COLP_PROVV,ETA_COLP_PROVV,NAZIONE_NASCITA_COLP_PROVV,NAZIONE_NASCITA_COLP_PROVV_ISO
RMCS1W2024000070,20030905191648414738,MASCHIO,41,ITALIA,ITA
RMCS1W2024000124,20240620210825010397,MASCHIO,51,ITALIA,ITA
RMCS1W2024000137,20130131130640418609,FEMMINA,36,MAROCCO,MAR
RMCS1W2024000176,,NON INDICATO,,,
RMCS1W2025000031,20010711131600585028,FEMMINA,48,ITALIA,ITA
RMCS1Y2023000142,20060313183151769312,MASCHIO,69,IRAN,IRN
RMCS1Y2023000145,20240102121923864938,MASCHIO,33,ITALIA,ITA
RMCS1Z2025000058,,NON INDICATO,,,
RMCS202024000021,20070815001352068745,MASCHIO,34,ITALIA,ITA
RMCS242024000155,20191110150205815224,MASCHIO,23,ITALIA,ITA
RMCS242024000218,20041209104527553319,MASCHIO,66,ITALIA,ITA
RMCS242024000220,20000205100455057783,MASCHIO,46,ITALIA,ITA
RMCS252024000004,20050512093700009154,FEMMINA,57,ITALIA,ITA
RMCS272024000249,20241106210522717041,MASCHIO,0,ITALIA,ITA
RMCS282024000032,20021029091304269715,MASCHIO,58,ITALIA,ITA
RMCS282024000062,20120914124405175071,MASCHIO,26,MAROCCO,MAR
RMCS2B2024000014,20010524025909836430,MASCHIO,62,ITALIA,ITA
RMCS2C2024000175,20040115150855040669,MASCHIO,57,ITALIA,ITA
RMCS2E2024000126,,NON INDICATO,,,
RMCS2F2024000084,19990722120034089268,MASCHIO,51,ITALIA,ITA
RMCS2J2024000231,,NON INDICATO,,,
RMCS2L2024850318,,NON INDICATO,,,
RMCS2R2023000034,20010611193443328460,MASCHIO,63,ITALIA,ITA
RMCS2T2024000228,19861120155746017511,MASCHIO,54,ITALIA,ITA
RMCS2W2023000220,20070308144755058085,MASCHIO,42,ITALIA,ITA
RMCS2Z2024000012,20030228192350064388,MASCHIO,48,ITALIA,ITA
RMCS352024000001,20020409135453070435,MASCHIO,45,ITALIA,ITA
RMCS352024000081,20100624112827838081,MASCHIO,30,ITALIA,ITA
RMCS352024000169,19980325111320068853,MASCHIO,46,ITALIA,ITA
RMCS352024000203,20021010195517766183,MASCHIO,47,ITALIA,ITA
RMCS3A2023000115,,NON INDICATO,,,
RMCS3J2024000027,20090726215028252656,MASCHIO,42,LITUANIA,LTU
RMCS402023853196,19960902152540023699,MASCHIO,42,ITALIA,ITA
RMCS402024000011,20050730105407434188,MASCHIO,48,ITALIA,ITA
RMCS412024000278,,NON INDICATO,,,
RMCS412024857099,20160418101950139132,MASCHIO,23,ITALIA,ITA
RMCS452024000053,19930605191229085958,MASCHIO,64,ITALIA,ITA
RMCS462024000315,20071228144323279954,MASCHIO,32,ITALIA,ITA
RMCS472024851216,,NON INDICATO,,,
RMCS472024851247,20150403151626061290,MASCHIO,27,ITALIA,ITA
RMCS472024851532,19900511100943008265,MASCHIO,52,ITALIA,ITA
RMCS472024852442,20080825152647356190,MASCHIO,42,ROMANIA,ROU
RMCS472024852614,19961004173322095191,MASCHIO,45,ITALIA,ITA
RMCS472024852759,20250113122420140868,MASCHIO,41,ITALIA,ITA
RMCS472024853247,19881004111805072898,MASCHIO,60,ITALIA,ITA
RMCS472024853462,20241009185831053352,MASCHIO,36,BOLIVIA,BOL
RMCS472024854254,20041006164715335638,MASCHIO,36,ITALIA,ITA
RMCS472024854443,20051016172501128298,MASCHIO,44,ROMANIA,ROU
RMCS472024854457,20160502084553071474,MASCHIO,28,ITALIA,ITA
RMCS472024854490,20141027222505143138,MASCHIO,32,ROMANIA,ROU
RMCS472025850121,19971126124427019279,MASCHIO,46,ITALIA,ITA
RMCS552024000018,20090604125909359826,MASCHIO,32,ITALIA,ITA
RMCS572024000080,20030404150250340519,MASCHIO,71,ITALIA,ITA
RMCS582024000033,20071029134646123443,MASCHIO,36,ITALIA,ITA
RMCS592024000121,20000612124141008989,FEMMINA,52,ITALIA,ITA
RMCS602024850470,20060706211106904969,MASCHIO,32,ITALIA,ITA
RMCS792024000081,20010614154140308822,MASCHIO,49,ITALIA,ITA
RMCS842024000070,19990722093308066235,MASCHIO,51,ITALIA,ITA
RMCS852024000032,20160512013913082913,MASCHIO,24,ITALIA,ITA
RMCS852024851003,,NON INDICATO,,,
RMCS872024000076,20000506091245040422,MASCHIO,48,ITALIA,ITA
RMCS882023000350,20050817183933123096,MASCHIO,37,ITALIA,ITA
RMCS882023000352,20030811190905482520,MASCHIO,42,ROMANIA,ROU
RMCS882023000355,20130813173437098909,FEMMINA,28,ITALIA,ITA
RMCS922024850691,,NON INDICATO,,,
RMCS962024000146,20221202074310683602,MASCHIO,17,ITALIA,ITA
RMCS992023000157,20060509153002054795,MASCHIO,48,ITALIA,ITA
RMCT012024000004,20030429000613838429,FEMMINA,52,ITALIA,ITA
RMCT012024000006,20050408182158962041,MASCHIO,56,ITALIA,ITA
RMGC5K2024000023,19930610162201608989,MASCHIO,67,ITALIA,ITA
RMGG492024000185,,NON INDICATO,,,
RMPC032024000211,19921124102408045412,MASCHIO,62,ITALIA,ITA
RMPC032024300120,,NON INDICATO,,,
RMPC032024300125,20030821125614530947,MASCHIO,34,ITALIA,ITA
RMPC042024000983,20181106143409469077,MASCHIO,25,ITALIA,ITA
RMPC042024001697,,NON INDICATO,,,
RMPC072024000808,20060201062641251260,MASCHIO,48,ROMANIA,ROU
RMPC072024000814,20121224181812392323,FEMMINA,41,ROMANIA,ROU
RMPC082024000879,,NON INDICATO,,,
RMPC112024000247,,NON INDICATO,,,
RMPC112024001481,20051003090151620581,FEMMINA,45,ITALIA,ITA
RMPC112025000469,19990129182649020844,MASCHIO,64,ITALIA,ITA
RMPC112025000531,,NON INDICATO,,,
RMPC122024000030,20021111201632033668,MASCHIO,50,ROMANIA,ROU
RMPC152024000003,20110928170928704578,FEMMINA,48,ITALIA,ITA
RMPC152024000035,20020216232701687756,MASCHIO,42,ITALIA,ITA
RMPC162024000267,19970415130505042007,MASCHIO,58,ITALIA,ITA
RMPC182024302324,,NON INDICATO,,,
RMPC212024000072,19920127085801026710,MASCHIO,60,ITALIA,ITA
RMPC212024000734,20230809144138626487,MASCHIO,26,TUNISIA,TUN
RMPC212024000747,,NON INDICATO,,,
RMPC212024000762,20200523204648779469,MASCHIO,42,UCRAINA,UKR
RMPC212024000769,20000315104030073785,MASCHIO,46,ITALIA,ITA
RMPC212024001195,20140319083929099776,MASCHIO,37,TUNISIA,TUN
RMPC212024001252,,NON INDICATO,,,
RMPC212024001536,20141014170001078564,MASCHIO,28,SIERRA LEONE,SLE
RMPC212024003270,,NON INDICATO,,,
RMPC212024003388,,NON INDICATO,,,
RMPC212024003414,20110411085833518480,MASCHIO,39,MOLDAVIA,MDA
RMPC212024003466,,NON INDICATO,,,
RMPC212024003852,,NON INDICATO,,,
RMPC222024200024,,NON INDICATO,,,
RMPC222024200176,,NON INDICATO,,,
RMPC232024010101,,NON INDICATO,,,
RMPC232024010181,,NON INDICATO,,,
RMPC232024010261,20240914144948182748,FEMMINA,27,ITALIA,ITA
RMPC252024000279,20150114112914914591,MASCHIO,24,EGITTO,EGY
RMPC252024000682,,NON INDICATO,,,
RMPC252024001136,,NON INDICATO,,,
RMPC252024001166,,NON INDICATO,,,
RMPC272023000834,20050820130753248803,FEMMINA,38,BRASILE,BRA
RMPC272024000054,,NON INDICATO,,,
RMPC272024000156,20030730123101155969,MASCHIO,50,ROMANIA,ROU
RMPC272024000205,20070120111136719739,MASCHIO,42,ITALIA,ITA
RMPC272024001142,20120307141457689223,MASCHIO,47,PERU',PER
RMPC282024000082,,NON INDICATO,,,
RMPC292020200100,,NON INDICATO,,,
RMPC302024000145,,NON INDICATO,,,
RMPC302024016096,20070831124631099958,MASCHIO,32,ITALIA,ITA
RMPC322024600341,20240514090006107554,MASCHIO,45,SUDAN,SDN
RMPC342024800002,20050825215907508503,MASCHIO,47,ITALIA,ITA
RMPC342024800004,,NON INDICATO,,,
RMPC362024000060,20151121103636333869,FEMMINA,53,ITALIA,ITA
RMPC372024001065,19940107125443028553,MASCHIO,61,ITALIA,ITA
RMPC442024000450,20120524164937184444,MASCHIO,26,ITALIA,ITA
RMPC442024001043,20231018171022442230,FEMMINA,34,NIGERIA,NGA
RMPC452023403120,20130630182651014291,MASCHIO,23,BOLIVIA,BOL
RMPC462024000040,,NON INDICATO,,,
RMPC472023403942,,NON INDICATO,,,
RMPC472023403942,20010918121145128709,MASCHIO,36,REPUBBLICA DOMINICANA,DOM
RMPC472024401571,20221120183306607189,MASCHIO,16,ITALIA,ITA
RMPC472024401755,20020111230421978756,MASCHIO,47,ITALIA,ITA
RMPC472024402034,,NON INDICATO,,,
RMPC472024402154,,NON INDICATO,,,
RMPC472024402177,,NON INDICATO,,,
RMPC472024402376,,NON INDICATO,,,
RMPC472025400080,,NON INDICATO,,,
RMPC482024000069,20011109173125993275,MASCHIO,59,ITALIA,ITA
RMPC492024000255,,NON INDICATO,,,
RMPC502024000272,20090908073519845218,MASCHIO,49,ITALIA,ITA
RMPC522024000000,,NON INDICATO,,,
RMPC522024000080,20220806183041698941,MASCHIO,51,BIELORUSSIA,BLR
RMPC522024000128,20030810114939340155,MASCHIO,57,ROMANIA,ROU
RMPC522024000130,20110312075627879729,MASCHIO,32,ITALIA,ITA
RMPC522024000154,20060227222310851316,FEMMINA,35,ITALIA,ITA
RMPC522024000183,,NON INDICATO,,,
RMPC522024000191,,NON INDICATO,,,
RMPC522024000192,,NON INDICATO,,,
RMPC522024000194,19961108112646005652,MASCHIO,52,ITALIA,ITA
RMPC522024000254,19870223155856006291,MASCHIO,55,ITALIA,ITA
RMPC522024000271,,NON INDICATO,,,
RMPC522024000281,20170307154844117881,MASCHIO,24,ITALIA,ITA
RMPC522024000303,,NON INDICATO,,,
RMPC522024000304,20060905182003431846,MASCHIO,49,ITALIA,ITA
RMPC522024000392,20070801185129567768,MASCHIO,43,ROMANIA,ROU
RMPC522024000428,19980119160220049978,MASCHIO,47,ITALIA,ITA
RMPC522024000437,20241004114808615875,MASCHIO,36,BRASILE,BRA
RMPC522024000440,20131030155740565201,MASCHIO,32,ITALIA,ITA
RMPC522024000485,19960422144106089852,FEMMINA,55,ITALIA,ITA
RMPC522024501167,20070731132324874077,FEMMINA,62,FEDERAZIONE RUSSA,RUS
RMPC532024000510,,NON INDICATO,,,
RMPC552024900005,20140814145333908336,MASCHIO,27,FILIPPINE,PHL
RMPC552024900040,,NON INDICATO,,,
RMPC552024900080,,NON INDICATO,,,
RMPF252024000050,,NON INDICATO,,,
RMPF252025000003,19990420175904074032,MASCHIO,49,ITALIA,ITA
RMPF252025000043,,NON INDICATO,,,
RMPF302023000212,20161127130757879289,MASCHIO,28,INDIA,IND
RMPQ312024000031,20111028181357820050,MASCHIO,35,ITALIA,ITA
RMPQ312024000061,20240117182213745641,MASCHIO,36,CINA,CHN
RNCP032023000019,19930126112515092042,MASCHIO,48,ITALIA,ITA
RNCS022024000016,20041016192720840943,MASCHIO,36,ITALIA,ITA
RNCS062023852180,20050712175458448094,MASCHIO,37,ROMANIA,ROU
RNCS122024850614,20020321221550586669,MASCHIO,40,ITALIA,ITA
RNCS132024000043,20080208165510287240,MASCHIO,68,FEDERAZIONE RUSSA,RUS
RNPQ112023006792,20090806095748828832,MASCHIO,30,REPUBBLICA DOMINICANA,DOM
RNPQ112024086331,20030226135828889672,MASCHIO,42,ITALIA,ITA
RNPQ112025031103,,NON INDICATO,,,
RNPQ322024106363,20250128090056563030,FEMMINA,47,ITALIA,ITA
ROCS012024000041,20040130091708255362,MASCHIO,55,ITALIA,ITA
ROCS052024000005,,NON INDICATO,,,
ROCS062024000103,20140406011841328143,MASCHIO,28,ITALIA,ITA
ROCS112024000029,20070605113847853481,MASCHIO,38,ROMANIA,ROU
ROCS122024000016,19990816114202058619,MASCHIO,62,ITALIA,ITA
ROCS122024000017,19991129095100016347,MASCHIO,54,ITALIA,ITA
ROCS122024000024,20120831165543312825,MASCHIO,40,ITALIA,ITA
ROCS132024000007,20020821215806860227,MASCHIO,39,ITALIA,ITA
ROCS242024000015,20210906231935995472,MASCHIO,18,ITALIA,ITA
ROPC012024000169,,NON INDICATO,,,
ROPQ102024001097,,NON INDICATO,,,
ROPQ332024000008,20061120231502158245,MASCHIO,47,ITALIA,ITA
SACC012024000031,20030206122758504621,MASCHIO,59,ITALIA,ITA
SACC062024900029,20241015223732718918,MASCHIO,56,GERMANIA,DEU
SACS0B2024000036,20010630135546420410,MASCHIO,47,ITALIA,ITA
SACS152024000007,20220324091303783764,MASCHIO,44,ROMANIA,ROU
SACS272024000050,20040709111052250057,MASCHIO,53,ITALIA,ITA
SACS322024850088,,NON INDICATO,,,
SACS322024850089,,NON INDICATO,,,
SACS372024850135,19921214192815008895,MASCHIO,48,ITALIA,ITA
SACS372024850227,20030110160215501470,MASCHIO,45,ITALIA,ITA
SACS372024850322,,NON INDICATO,,,
SACS642024000104,20180430195916024195,MASCHIO,25,ITALIA,ITA
SACS642024000182,20051008005649684887,MASCHIO,43,ITALIA,ITA
SACS642024000194,20080506095315170974,MASCHIO,33,ITALIA,ITA
SACS642024000281,20241212150512561055,MASCHIO,32,UCRAINA,UKR
SACS712024000035,19961002152522050949,MASCHIO,51,ITALIA,ITA
SACS752024000026,20231230210630550070,MASCHIO,25,ITALIA,ITA
SACS862024000043,20170313162823974727,MASCHIO,31,UCRAINA,UKR
SACS882024000017,20240910124717871197,MASCHIO,86,ITALIA,ITA
SACS962023000252,20021022105209902883,MASCHIO,51,ITALIA,ITA
SACS962024000079,,NON INDICATO,,,
SAGC582024000001,20020319143417825767,MASCHIO,46,ITALIA,ITA
SAPC012024001228,20020820163928687973,MASCHIO,42,ITALIA,ITA
SAPC052025000282,20030204102448587306,FEMMINA,44,UCRAINA,UKR
SAPQ102024002733,,NON INDICATO,,,
SAPT102024000006,20020223103833778547,FEMMINA,45,ITALIA,ITA
SAPT102024000007,20051218091229004125,MASCHIO,39,ITALIA,ITA
SAPT102024000008,20030604101823240152,MASCHIO,53,ITALIA,ITA
SAPT102024000018,,NON INDICATO,,,
SAPT102024000020,20170307204632021503,MASCHIO,25,ITALIA,ITA
SICS052023000042,20040312131436109412,MASCHIO,36,ITALIA,ITA
SICS072024000016,19950412155341090842,MASCHIO,47,ITALIA,ITA
SICS072024000034,20171128152711071372,MASCHIO,23,MAROCCO,MAR
SICS072024000034,20190714214011222381,MASCHIO,43,MAROCCO,MAR
SICS092024850036,20000616190033023682,MASCHIO,45,MACEDONIA,MKD
SICS132024000048,20060520041759905581,FEMMINA,34,ROMANIA,ROU
SICS132024000048,20190811091533172227,FEMMINA,40,ROMANIA,ROU
SICS132024851071,20001121095031069702,MASCHIO,41,ALBANIA,ALB
SICS132025000009,20240706013948522246,MASCHIO,16,ITALIA,ITA
SICS142024000001,20110404165717405872,FEMMINA,38,TOGO,TGO
SICS142024000009,20110406085713189909,MASCHIO,54,ITALIA,ITA
SICS282023000094,20070420111811777977,MASCHIO,75,ITALIA,ITA
SICS352023000047,20050510193027561863,FEMMINA,34,ITALIA,ITA
SICS352024000001,20190715113321476136,MASCHIO,29,COLOMBIA,COL
SICS372024000071,20041111132749781888,FEMMINA,45,ITALIA,ITA
SICS382025000001,20081103122231798978,FEMMINA,39,ITALIA,ITA
SIPQ102023000381,20030913094316441248,MASCHIO,48,SENEGAL,SEN
SIPQ102024000124,20240704085509976238,MASCHIO,40,PERU',PER
SIPQ102025000104,,NON INDICATO,,,
SIPQ302024000039,20180818201252638913,MASCHIO,29,CAMERUN,CMR
SIPQ302024000039,20230507174454380129,MASCHIO,28,CAMERUN,CMR
SIPQ302024000058,20200308001113960119,MASCHIO,21,ITALIA,ITA
SIPQ302025000008,20120214140455519164,MASCHIO,28,ALBANIA,ALB
SIPQ302025000021,20180904221007170526,MASCHIO,19,ITALIA,ITA
SOCS052024000061,20190325162722976358,MASCHIO,23,ALBANIA,ALB
SOCS112024850130,20020426134124232615,MASCHIO,40,BANGLADESH,BGD
SOCS152024000029,20080225093222477255,MASCHIO,47,ITALIA,ITA
SOCS202024850233,19950216013140540568,MASCHIO,59,ITALIA,ITA
SOCS212024000021,20090223170736144291,MASCHIO,31,REPUBBLICA DOMINICANA,DOM
SOCS222024000028,,NON INDICATO,,,
SOPQ102024000242,,NON INDICATO,,,
SOPQ102024000284,,NON INDICATO,,,
SOPQ102024000681,,NON INDICATO,,,
SPCC012024000026,20070918085236734821,MASCHIO,43,ALBANIA,ALB
SPCS022024000003,20020801124911259589,MASCHIO,60,ITALIA,ITA
SPCS072024000033,20031112213454281509,MASCHIO,60,ITALIA,ITA
SPCS212024000009,19930911082848753943,MASCHIO,61,ITALIA,ITA
SRCS022024851022,20010529225101677752,MASCHIO,43,GERMANIA,DEU
SRCS022024851224,,NON INDICATO,,,
SRCS082023000159,20050917100738641563,MASCHIO,67,ITALIA,ITA
SRCS082024000095,19980102141311976685,MASCHIO,48,ITALIA,ITA
SRCS102024400067,20131023084654443392,MASCHIO,29,NIGERIA,NGA
SRCS112024000166,20071014010105879855,MASCHIO,33,ITALIA,ITA
SRCS122023100102,20231221120042117679,MASCHIO,38,POLONIA,POL
SRCS122024000079,20170316180546154145,MASCHIO,37,ITALIA,ITA
SRCS232024000003,20010611005218236945,MASCHIO,41,ITALIA,ITA
SRCS252023850462,20121124081642774272,MASCHIO,31,ITALIA,ITA
SRPC012024000155,19990105163358048021,MASCHIO,43,AUSTRALIA,AUS
SRPC012024000162,20000113085512020567,MASCHIO,42,ITALIA,ITA
SRPC012024000663,20040419014526339360,MASCHIO,45,ITALIA,ITA
SRPC012025000042,20010806223248892377,MASCHIO,40,ITALIA,ITA
SRPC022024000209,,NON INDICATO,,,
SRPC022024001062,20021218145303603422,MASCHIO,57,ITALIA,ITA
SRPC032024000274,20060307124507998806,MASCHIO,55,MAROCCO,MAR
SRPC042023000609,20101029214114567066,FEMMINA,34,ITALIA,ITA
SRPC062025000070,20020306083433565561,FEMMINA,41,ITALIA,ITA
SRPC072024090129,20060817110526613892,MASCHIO,34,ITALIA,ITA
SRPC072024090220,,NON INDICATO,,,
SRPQ402024000001,20120904231221211967,MASCHIO,29,ITALIA,ITA
SSCG032023000212,19981128103613065609,MASCHIO,42,ITALIA,ITA
SSCS102024000017,20170928165032651104,MASCHIO,25,ITALIA,ITA
SSCS312024000002,20040122020147246472,MASCHIO,45,ITALIA,ITA
SSCS522024000002,20221031081117906843,MASCHIO,42,ALBANIA,ALB
SSCS622023000036,,NON INDICATO,,,
SSCS712024000009,20110422035102848749,MASCHIO,32,ITALIA,ITA
SSPC032023002965,20101120152705236802,MASCHIO,36,ROMANIA,ROU
SSPC032024000230,20100917223903112795,MASCHIO,32,ITALIA,ITA
SVCC012024000065,20020311015015404209,MASCHIO,53,ITALIA,ITA
SVCC062024000011,20041028153651144653,MASCHIO,37,ALBANIA,ALB
SVCS012024000011,20061107221217396869,MASCHIO,34,ITALIA,ITA
SVCS102024000045,20230814080757690470,MASCHIO,45,TUNISIA,TUN
SVCS112024000020,20211027110106914378,MASCHIO,20,ITALIA,ITA
SVCS132024000005,20170403082840635433,MASCHIO,33,ALBANIA,ALB
SVCS172024000022,20061016114916761909,MASCHIO,42,ITALIA,ITA
SVCS252024000052,19990325134700351758,MASCHIO,47,ITALIA,ITA
SVCS262024000015,19980115121833836709,MASCHIO,60,ITALIA,ITA
SVCS272024000001,20010910160851270809,MASCHIO,57,ITALIA,ITA
SVCS352024000010,20071026111516921371,MASCHIO,32,ITALIA,ITA
SVCS352024000028,20060316124541029517,MASCHIO,47,BANGLADESH,BGD
SVCS382025000001,20140321233444272070,FEMMINA,50,GERMANIA,DEU
SVEV022024000025,20020202222816322651,MASCHIO,40,ITALIA,ITA
SVPC012024000012,20130222142318871834,MASCHIO,28,BANGLADESH,BGD
SVPQ302024000054,19820416155738015783,MASCHIO,67,ITALIA,ITA
TACS012024000043,20030501163111401007,MASCHIO,64,ITALIA,ITA
TACS062024000076,20011129131457823172,MASCHIO,41,ITALIA,ITA
TACS102024000016,20011111030038072028,MASCHIO,44,ITALIA,ITA
TACS132024000101,20091023224048122544,MASCHIO,27,ITALIA,ITA
TACS132025000043,20061031173823562260,MASCHIO,50,ITALIA,ITA
TACS132025000043,20101029040014286900,FEMMINA,35,ROMANIA,ROU
TACS142023000068,19910805052857087459,MASCHIO,59,ITALIA,ITA
TACS142024000004,19860219124742013556,MASCHIO,61,ITALIA,ITA
TACS182024850495,20200306170925986607,MASCHIO,20,ITALIA,ITA
TACS212024000091,20040314133138010614,MASCHIO,38,ITALIA,ITA
TACS292024000061,,NON INDICATO,,,
TACS322024850293,,NON INDICATO,,,
TAPC022024000001,19981105124327940568,MASCHIO,57,ITALIA,ITA
TAPC022024000015,20000530102033055543,MASCHIO,50,ITALIA,ITA
TAPC022024000017,20100903083638954612,MASCHIO,40,ITALIA,ITA
TAPC022024000040,20230131110000512488,MASCHIO,36,INDIA,IND
TAPC022024000082,19900209132813753893,MASCHIO,65,ITALIA,ITA
TAPC022024000184,20100114153850866157,MASCHIO,47,ITALIA,ITA
TAPC042023120262,20160826234441845541,MASCHIO,23,ITALIA,ITA
TAPC042024130026,,NON INDICATO,,,
TAPC042024130097,20001017121710048915,MASCHIO,45,ITALIA,ITA
TAPC042024300022,,NON INDICATO,,,
TAPQV02024000975,20040424140913735815,MASCHIO,58,ITALIA,ITA
TECC042024000119,20220907114749916377,MASCHIO,16,ITALIA,ITA
TECC042024000120,19871006155742002451,MASCHIO,55,ITALIA,ITA
TECS012023000047,,NON INDICATO,,,
TECS012023000047,20021130012101628666,MASCHIO,39,SVIZZERA,CHE
TECS012023000047,20070104011027192588,MASCHIO,36,ITALIA,ITA
TECS032023000027,20020305163614461032,FEMMINA,43,ITALIA,ITA
TECS052023000015,20010920232214346946,MASCHIO,42,ITALIA,ITA
TECS172024000004,20011015122717060945,MASCHIO,61,ITALIA,ITA
TECS202024000023,20020206083643827024,MASCHIO,46,ITALIA,ITA
TECS232024000013,20240330162937124398,MASCHIO,39,ITALIA,ITA
TECS272024000040,20010608104614072630,MASCHIO,48,ITALIA,ITA
TECS272024000085,19990730121041070825,MASCHIO,43,ITALIA,ITA
TEPC012024000140,20011030094624185121,FEMMINA,55,ITALIA,ITA
TEPC012024000140,20220520092419300442,FEMMINA,80,ITALIA,ITA
TEPC012024000195,20060222223507922329,FEMMINA,46,ITALIA,ITA
TEPC012024000234,20241029121513860970,MASCHIO,59,ITALIA,ITA
TNCS042024850217,20021001163600556238,MASCHIO,49,ITALIA,ITA
TNCS052025000002,20040912085116639314,MASCHIO,36,ITALIA,ITA
TNCS072023000140,,NON INDICATO,,,
TNCS202024000007,,NON INDICATO,,,
TNCS222024000013,20240513174822547670,MASCHIO,39,NIGERIA,NGA
TNCS252025000001,20120414234707888786,MASCHIO,26,ALBANIA,ALB
TNCS272024000021,20080113114415765231,MASCHIO,50,ITALIA,ITA
TNCS272024000021,20080113114415765231,MASCHIO,52,ITALIA,ITA
TNCS302024000009,20140119192249794526,MASCHIO,23,ITALIA,ITA
TNCS332024000017,20140921203603628169,MASCHIO,22,ITALIA,ITA
TNCS332024000017,20210513135350282209,FEMMINA,63,MAROCCO,MAR
TNCS332024000048,20081029102505398360,FEMMINA,44,REPUBBLICA DOMINICANA,DOM
TNCS332025000005,20010804093113749353,MASCHIO,44,ITALIA,ITA
TNCS352024000007,20021001163600556238,MASCHIO,49,ITALIA,ITA
TNCS362024000023,20040823225626060103,MASCHIO,41,ITALIA,ITA
TNCS362024000031,19920224105602200936,MASCHIO,52,VENEZUELA,VEN
TNCS372024850009,20221027101349359064,MASCHIO,19,MAROCCO,MAR
TNCS412024853167,19990726104620116297,MASCHIO,52,ALBANIA,ALB
TNCS462024000005,20070115123800585127,MASCHIO,36,ITALIA,ITA
TNCS592024000001,20000809114224014616,FEMMINA,74,ITALIA,ITA
TNCS602024000006,20210630220606749997,MASCHIO,25,ITALIA,ITA
TNCS732025000001,20060204142245675639,FEMMINA,32,ITALIA,ITA
TNCS742024000018,20090123084457945875,FEMMINA,49,ITALIA,ITA
TNCS812024000002,20010808022903262329,FEMMINA,55,ITALIA,ITA
TNPC022024000507,20100110012448565834,MASCHIO,31,ITALIA,ITA
TNPT102024000007,20130512173157747082,MASCHIO,25,ITALIA,ITA
TOCC042023000365,20030408115117033586,MASCHIO,40,MAROCCO,MAR
TOCC042024000286,20240320131928139654,MASCHIO,31,TUNISIA,TUN
TOCC042025000160,20110305182154163672,MASCHIO,69,ITALIA,ITA
TOCC062024000063,19900618105038900936,MASCHIO,80,ITALIA,ITA
TOCC142024000349,,NON INDICATO,,,
TOCP052024000020,20231215124006696992,FEMMINA,30,COLOMBIA,COL
TOCP052024000050,20240202070845596372,MASCHIO,27,MOLDAVIA,MDA
TOCP052024000819,20120918182638119855,MASCHIO,25,ITALIA,ITA
TOCP052024000869,20240604172513968439,MASCHIO,74,ITALIA,ITA
TOCP052024000884,20170429192915266957,FEMMINA,20,ITALIA,ITA
TOCP052024000895,19980610184006940568,MASCHIO,55,ITALIA,ITA
TOCP052024000910,20031015160338185217,MASCHIO,44,MAROCCO,MAR
TOCS0A2024000001,,NON INDICATO,,,
TOCS102024000004,20150331084616837821,MASCHIO,23,MAROCCO,MAR
TOCS122025850016,19961014095053053536,MASCHIO,59,ITALIA,ITA
TOCS142023000400,20070223183809942594,MASCHIO,34,ITALIA,ITA
TOCS142024000002,20000614122158004089,MASCHIO,53,MAROCCO,MAR
TOCS142024000166,20040602121806027552,MASCHIO,31,ITALIA,ITA
TOCS152024000024,19990215181636100936,MASCHIO,68,CILE,CHL
TOCS172024850049,20110307092847051598,MASCHIO,52,ITALIA,ITA
TOCS222024850510,20120221220804699083,MASCHIO,29,ITALIA,ITA
TOCS262024000045,19991111102609259004,MASCHIO,60,ITALIA,ITA
TOCS272025000008,19951011115022276685,MASCHIO,48,ITALIA,ITA
TOCS272025000011,20080305091825105091,FEMMINA,40,MOLDAVIA,MDA
TOCS282024000027,20071027140103667322,MASCHIO,26,ITALIA,ITA
TOCS342025000007,20040107114915577435,MASCHIO,44,ITALIA,ITA
TOCS392024000003,20070626015709349083,MASCHIO,28,ITALIA,ITA
TOCS422024855599,20201031085842123524,MASCHIO,23,ITALIA,ITA
TOCS432025850393,19890724181053018988,MASCHIO,55,ITALIA,ITA
TOCS452024000040,20140222113414900667,MASCHIO,66,REGNO UNITO,GBR
TOCS472024000004,19990217112101956239,MASCHIO,50,ITALIA,ITA
TOCS472024000004,19990217112151856239,FEMMINA,46,ITALIA,ITA
TOCS472024000023,20161227225040671675,MASCHIO,27,ITALIA,ITA
TOCS502024000102,20230507175002979014,MASCHIO,26,TUNISIA,TUN
TOCS582024852193,20030823221347716294,MASCHIO,47,ITALIA,ITA
TOCS582024854074,,NON INDICATO,,,
TOCS662024000014,19950831093948019216,MASCHIO,51,ITALIA,ITA
TOCS682025000025,19981202092031404934,MASCHIO,46,ITALIA,ITA
TOCS692023000221,20030702130314329736,MASCHIO,36,ITALIA,ITA
TOCS692023852353,20010729170419821437,MASCHIO,43,ITALIA,ITA
TOCS692024000029,20240306185603038823,MASCHIO,20,ROMANIA,ROU
TOCS692024000062,20190511111042977860,FEMMINA,28,ITALIA,ITA
TOCS692024000063,20060529122624084033,MASCHIO,48,ITALIA,ITA
TOCS712024000346,19931221160529004978,MASCHIO,53,ITALIA,ITA
TOCS712024709142,20080317180211539325,MASCHIO,42,MAROCCO,MAR
TOCS732024000071,19920617121012041584,MASCHIO,53,ITALIA,ITA
TOCS772024000031,19990517160002776445,MASCHIO,45,ITALIA,ITA
TOCS772024000070,20060725092726935798,MASCHIO,49,ITALIA,ITA
