"Popolazione residente per età, sesso e stato civile al 1° gennaio 2022"
"Codice regione";"Regione";"Età";"Celibi";"Coniugati";"Divorziati";"Vedovi";"Uniti civilmente";"Maschi già in unione civile (per scioglimento unione)";"Maschi già in unione civile (per decesso del partner)";"Totale maschi";"Nubili";"Coniugate";"Divorziate";"Vedove";"Unite civilmente";"Femmine già in unione civile (per scioglimento unione)";"Femmine già in unione civile (per decesso del partner)";"Totale femmine";"Totale"
"06";"Friuli-Venezia Giulia";8;4903;0;0;0;0;0;0;4903;4617;0;0;0;0;0;0;4617;9520
"06";"Friuli-Venezia Giulia";9;5071;0;0;0;0;0;0;5071;4848;0;0;0;0;0;0;4848;9919
"06";"Friuli-Venezia Giulia";10;5295;0;0;0;0;0;0;5295;4808;0;0;0;0;0;0;4808;10103
"06";"Friuli-Venezia Giulia";11;5409;0;0;0;0;0;0;5409;5103;0;0;0;0;0;0;5103;10512
"06";"Friuli-Venezia Giulia";12;5473;0;0;0;0;0;0;5473;5205;0;0;0;0;0;0;5205;10678
"06";"Friuli-Venezia Giulia";13;5510;0;0;0;0;0;0;5510;5117;0;0;0;0;0;0;5117;10627
"06";"Friuli-Venezia Giulia";14;5506;0;0;0;0;0;0;5506;5320;0;0;0;0;0;0;5320;10826
"06";"Friuli-Venezia Giulia";15;5482;0;0;0;0;0;0;5482;5299;0;0;0;0;0;0;5299;10781
"06";"Friuli-Venezia Giulia";16;5502;0;0;0;0;0;0;5502;5099;0;0;0;0;0;0;5099;10601
"06";"Friuli-Venezia Giulia";17;5419;0;0;0;0;0;0;5419;5279;0;0;0;0;0;0;5279;10698
"06";"Friuli-Venezia Giulia";18;5614;0;0;0;0;0;0;5614;5065;0;0;0;0;0;0;5065;10679
"06";"Friuli-Venezia Giulia";19;5560;0;0;0;0;0;0;5560;5025;14;0;0;0;0;0;5039;10599
"06";"Friuli-Venezia Giulia";20;5743;4;0;0;0;0;0;5747;5030;42;0;0;0;0;0;5072;10819
"06";"Friuli-Venezia Giulia";21;5841;11;0;0;1;0;0;5853;5222;107;0;0;1;0;0;5330;11183
"06";"Friuli-Venezia Giulia";22;5692;21;1;0;0;0;0;5714;4955;138;3;0;0;0;0;5096;10810
"06";"Friuli-Venezia Giulia";23;5782;55;0;0;1;0;0;5838;4906;229;2;0;0;0;0;5137;10975
"06";"Friuli-Venezia Giulia";24;5674;104;1;0;0;0;1;5780;4767;313;1;0;2;0;0;5083;10863
"06";"Friuli-Venezia Giulia";25;5785;130;4;0;3;1;0;5923;4768;455;6;2;2;0;0;5233;11156
"06";"Friuli-Venezia Giulia";26;5507;212;1;0;2;0;0;5722;4497;567;13;1;3;0;0;5081;10803
"06";"Friuli-Venezia Giulia";27;5395;317;3;0;1;0;0;5716;4306;774;16;3;0;1;0;5100;10816
"06";"Friuli-Venezia Giulia";28;5356;453;6;0;2;1;0;5818;4180;945;22;2;3;0;0;5152;10970
"06";"Friuli-Venezia Giulia";29;5368;646;18;0;6;0;0;6038;4182;1319;45;2;2;0;0;5550;11588
"06";"Friuli-Venezia Giulia";30;5071;887;20;1;6;0;0;5985;3974;1644;41;3;6;0;0;5668;11653
"06";"Friuli-Venezia Giulia";31;4973;1094;29;0;3;1;0;6100;3753;1913;47;3;2;1;0;5719;11819
"06";"Friuli-Venezia Giulia";32;4649;1363;37;2;3;0;0;6054;3435;2215;90;2;7;0;0;5749;11803
"06";"Friuli-Venezia Giulia";33;4437;1665;46;2;6;0;0;6156;3279;2529;100;9;6;0;0;5923;12079
"06";"Friuli-Venezia Giulia";34;3916;1911;48;0;6;1;0;5882;2885;2736;118;7;5;0;0;5751;11633
"06";"Friuli-Venezia Giulia";35;3899;2111;81;2;6;0;0;6099;2771;2923;154;14;6;0;0;5868;11967
"06";"Friuli-Venezia Giulia";36;3767;2400;92;2;0;0;0;6261;2739;3247;177;13;4;1;0;6181;12442
"06";"Friuli-Venezia Giulia";37;3743;2663;95;0;9;0;0;6510;2603;3356;218;15;9;0;0;6201;12711
"06";"Friuli-Venezia Giulia";38;3490;2889;106;3;6;1;0;6495;2463;3442;228;17;9;0;0;6159;12654
"06";"Friuli-Venezia Giulia";39;3486;3174;160;6;2;0;0;6828;2440;3865;288;30;7;0;0;6630;13458
"06";"Friuli-Venezia Giulia";40;3377;3368;170;5;1;0;0;6921;2319;3935;304;29;7;0;0;6594;13515
"06";"Friuli-Venezia Giulia";41;3401;3611;217;7;8;0;1;7245;2370;4042;381;39;2;2;0;6836;14081
"06";"Friuli-Venezia Giulia";42;3344;3828;240;10;5;0;0;7427;2309;4251;389;59;6;0;0;7014;14441
"06";"Friuli-Venezia Giulia";43;3608;4145;301;6;3;0;1;8064;2529;4526;525;80;7;0;0;7667;15731
"06";"Friuli-Venezia Giulia";44;3495;4265;363;6;5;0;0;8134;2386;4926;539;49;6;0;0;7906;16040
"06";"Friuli-Venezia Giulia";45;3569;4564;365;19;13;0;0;8530;2487;5207;648;102;6;0;0;8450;16980
"06";"Friuli-Venezia Giulia";46;3603;4940;470;24;17;0;0;9054;2431;5636;726;102;5;0;0;8900;17954
"06";"Friuli-Venezia Giulia";47;3702;5425;555;38;9;0;0;9729;2502;6140;850;142;3;1;0;9638;19367
"06";"Friuli-Venezia Giulia";48;3453;5448;567;34;4;0;0;9506;2460;6138;916;136;9;1;0;9660;19166
"06";"Friuli-Venezia Giulia";49;3429;5761;636;26;10;0;1;9863;2201;6557;925;175;3;0;0;9861;19724
"06";"Friuli-Venezia Giulia";50;3245;5935;645;50;10;0;0;9885;2127;6612;997;189;4;0;0;9929;19814
"06";"Friuli-Venezia Giulia";51;3061;5996;759;44;10;0;0;9870;2139;6750;1053;229;8;0;0;10179;20049
"06";"Friuli-Venezia Giulia";52;2960;6251;851;61;8;0;0;10131;1952;6719;1059;243;8;1;0;9982;20113
"06";"Friuli-Venezia Giulia";53;2724;6453;837;66;6;0;0;10086;1832;6727;1092;297;3;0;0;9951;20037
"06";"Friuli-Venezia Giulia";54;2567;6476;899;81;7;0;0;10030;1770;6982;1197;274;6;0;0;10229;20259
"06";"Friuli-Venezia Giulia";55;2444;6592;922;80;12;0;0;10050;1723;6891;1236;385;0;0;0;10235;20285
"06";"Friuli-Venezia Giulia";56;2400;6730;983;72;9;0;0;10194;1640;7016;1232;349;1;0;0;10238;20432
"06";"Friuli-Venezia Giulia";57;2263;6969;990;112;10;0;0;10344;1609;7122;1287;427;5;0;0;10450;20794
"06";"Friuli-Venezia Giulia";58;1933;6658;942;107;18;0;1;9659;1345;7030;1137;504;4;0;0;10020;19679
"06";"Friuli-Venezia Giulia";59;1755;6336;947;130;5;0;0;9173;1189;6554;1080;574;0;0;0;9397;18570
"06";"Friuli-Venezia Giulia";60;1603;6408;862;129;7;0;0;9009;1055;6361;1097;581;0;0;0;9094;18103
"06";"Friuli-Venezia Giulia";61;1447;6269;838;118;8;0;0;8680;1017;6084;993;640;2;0;0;8736;17416
"06";"Friuli-Venezia Giulia";62;1329;6123;811;165;3;0;0;8431;866;6131;989;748;2;0;0;8736;17167
"06";"Friuli-Venezia Giulia";63;1164;5683;753;167;5;0;0;7772;836;5817;878;802;0;0;0;8333;16105
"06";"Friuli-Venezia Giulia";64;1101;5506;654;194;5;0;0;7460;756;5776;845;844;1;0;0;8222;15682
"06";"Friuli-Venezia Giulia";65;986;5623;665;205;4;0;0;7483;681;5491;786;996;0;0;0;7954;15437
"06";"Friuli-Venezia Giulia";66;956;5437;616;237;2;0;0;7248;659;5325;735;1047;1;0;0;7767;15015
"06";"Friuli-Venezia Giulia";67;846;5370;553;236;6;0;0;7011;599;5263;718;1174;3;0;0;7757;14768
"06";"Friuli-Venezia Giulia";68;765;5335;518;261;1;0;0;6880;556;5265;598;1261;0;0;0;7680;14560
"06";"Friuli-Venezia Giulia";69;693;5188;492;304;2;0;1;6680;512;5286;600;1342;0;0;0;7740;14420
"06";"Friuli-Venezia Giulia";70;745;5109;414;312;1;0;1;6582;485;4933;546;1582;0;0;0;7546;14128
"06";"Friuli-Venezia Giulia";71;719;5439;437;410;2;0;0;7007;491;5156;549;1808;1;0;0;8005;15012
"06";"Friuli-Venezia Giulia";72;633;5448;427;405;1;0;0;6914;451;4956;508;1920;0;0;0;7835;14749
"06";"Friuli-Venezia Giulia";73;667;5749;386;481;1;0;0;7284;490;5020;554;2197;2;0;0;8263;15547
"06";"Friuli-Venezia Giulia";74;587;5600;331;510;1;0;0;7029;458;4941;475;2458;0;0;0;8332;15361
"06";"Friuli-Venezia Giulia";75;622;5878;321;603;1;0;0;7425;449;4951;431;2800;0;0;0;8631;16056
"06";"Friuli-Venezia Giulia";76;412;3844;219;450;2;0;0;4927;319;3145;311;2065;0;0;0;5840;10767
"06";"Friuli-Venezia Giulia";77;444;4445;229;579;0;0;0;5697;368;3478;316;2795;0;0;0;6957;12654
"06";"Friuli-Venezia Giulia";78;426;4193;209;643;2;0;0;5473;337;3317;316;2789;0;0;0;6759;12232
"06";"Friuli-Venezia Giulia";79;414;4043;201;613;2;0;0;5273;385;3160;299;3011;0;0;0;6855;12128
"06";"Friuli-Venezia Giulia";80;378;3943;153;733;2;0;0;5209;384;2838;244;3309;0;0;0;6775;11984
"06";"Friuli-Venezia Giulia";81;388;3930;173;805;1;0;0;5297;396;2661;240;3678;1;0;0;6976;12273
"06";"Friuli-Venezia Giulia";82;312;3555;109;733;0;0;1;4710;388;2308;218;3696;0;0;0;6610;11320
"06";"Friuli-Venezia Giulia";83;269;3167;94;755;0;0;1;4286;324;1835;182;3774;0;0;0;6115;10401
"06";"Friuli-Venezia Giulia";84;237;2655;86;743;0;0;0;3721;299;1410;151;3493;0;0;0;5353;9074
"06";"Friuli-Venezia Giulia";85;173;2151;69;644;1;0;0;3038;294;1113;116;3397;0;0;0;4920;7958
"06";"Friuli-Venezia Giulia";86;164;1855;52;643;1;0;0;2715;255;943;106;3236;0;0;1;4541;7256
"06";"Friuli-Venezia Giulia";87;132;1423;48;535;0;0;0;2138;269;643;94;3043;0;0;0;4049;6187
"06";"Friuli-Venezia Giulia";88;103;1215;25;553;0;0;0;1896;240;475;66;2819;0;0;0;3600;5496
"06";"Friuli-Venezia Giulia";89;83;963;21;476;0;0;0;1543;197;360;78;2671;0;0;0;3306;4849
"06";"Friuli-Venezia Giulia";90;78;791;23;411;0;0;0;1303;208;268;46;2344;0;0;0;2866;4169
"06";"Friuli-Venezia Giulia";91;68;625;16;397;0;0;0;1106;195;211;43;2245;0;0;0;2694;3800
"06";"Friuli-Venezia Giulia";92;36;387;5;291;0;0;0;719;147;121;35;1844;0;0;0;2147;2866
"06";"Friuli-Venezia Giulia";93;31;318;8;261;0;0;0;618;132;72;27;1490;0;0;0;1721;2339
"06";"Friuli-Venezia Giulia";94;21;193;10;210;0;0;0;434;101;54;27;1256;0;0;0;1438;1872
"06";"Friuli-Venezia Giulia";95;14;130;1;159;0;0;0;304;76;27;11;1076;0;0;0;1190;1494
"06";"Friuli-Venezia Giulia";96;9;91;1;116;0;0;0;217;63;21;11;781;0;0;0;876;1093
"06";"Friuli-Venezia Giulia";97;8;51;0;93;0;0;0;152;59;9;10;595;0;0;0;673;825
"06";"Friuli-Venezia Giulia";98;4;38;4;59;0;0;0;105;49;8;11;416;0;0;0;484;589
"06";"Friuli-Venezia Giulia";99;8;20;1;37;0;0;0;66;20;3;2;302;0;0;0;327;393
"06";"Friuli-Venezia Giulia";100;2;19;1;48;0;0;0;70;40;8;5;482;0;0;0;535;605
"06";"Friuli-Venezia Giulia";999;275362;266071;24243;16720;294;5;9;582704;227253;267778;33409;83314;180;8;1;611943;1194647
"12";"Lazio";0;19193;0;0;0;0;0;0;19193;18287;0;0;0;0;0;0;18287;37480
"12";"Lazio";1;19652;0;0;0;0;0;0;19652;18881;0;0;0;0;0;0;18881;38533
"12";"Lazio";2;20916;0;0;0;0;0;0;20916;19585;0;0;0;0;0;0;19585;40501
"12";"Lazio";3;22229;0;0;0;0;0;0;22229;21077;0;0;0;0;0;0;21077;43306
"12";"Lazio";4;23399;0;0;0;0;0;0;23399;21941;0;0;0;0;0;0;21941;45340
"12";"Lazio";5;24391;0;0;0;0;0;0;24391;23069;0;0;0;0;0;0;23069;47460
"12";"Lazio";6;24712;0;0;0;0;0;0;24712;23914;0;0;0;0;0;0;23914;48626
"12";"Lazio";7;26072;0;0;0;0;0;0;26072;24280;0;0;0;0;0;0;24280;50352
"12";"Lazio";8;26299;0;0;0;0;0;0;26299;24830;0;0;0;0;0;0;24830;51129
"12";"Lazio";9;27680;0;0;0;0;0;0;27680;26368;0;0;0;0;0;0;26368;54048
"12";"Lazio";10;27883;0;0;0;0;0;0;27883;26315;0;0;0;0;0;0;26315;54198
"12";"Lazio";11;28577;0;0;0;0;0;0;28577;26904;0;0;0;0;0;0;26904;55481
"12";"Lazio";12;28755;0;0;0;0;0;0;28755;26818;0;0;0;0;0;0;26818;55573
"12";"Lazio";13;28638;0;0;0;0;0;0;28638;27443;0;0;0;0;0;0;27443;56081
"12";"Lazio";14;29081;0;0;0;0;0;0;29081;27147;0;0;0;0;0;0;27147;56228
"12";"Lazio";15;28772;0;0;0;0;0;0;28772;27192;0;0;0;0;0;0;27192;55964
"12";"Lazio";16;27892;1;0;0;0;0;0;27893;26228;1;0;0;0;0;0;26229;54122
"12";"Lazio";17;28186;0;0;0;0;0;0;28186;26435;1;0;0;0;0;0;26436;54622
"12";"Lazio";18;27232;1;1;0;0;0;0;27234;25662;6;0;0;0;0;0;25668;52902
"12";"Lazio";19;26981;4;0;0;0;0;0;26985;25188;21;0;0;0;0;0;25209;52194
"12";"Lazio";20;27331;7;0;0;0;0;0;27338;25251;72;0;0;0;0;0;25323;52661
"12";"Lazio";21;28029;26;0;0;0;0;0;28055;25331;178;2;0;0;0;0;25511;53566
"12";"Lazio";22;27703;58;0;0;1;0;0;27762;24756;336;3;0;1;0;0;25096;52858
"12";"Lazio";23;28300;131;2;0;4;0;0;28437;24967;524;7;0;1;0;0;25499;53936
"12";"Lazio";24;28122;240;4;0;6;0;0;28372;24634;892;11;1;3;0;0;25541;53913
"12";"Lazio";25;28105;407;1;0;3;0;0;28516;24551;1301;13;2;3;1;0;25871;54387
"12";"Lazio";26;28355;633;7;0;10;0;0;29005;24090;1832;32;4;7;4;0;25969;54974
"12";"Lazio";27;27854;1025;16;0;15;0;0;28910;23896;2646;31;6;16;1;0;26596;55506
"12";"Lazio";28;27539;1399;15;4;12;1;0;28970;23734;3667;56;8;16;3;0;27484;56454
"12";"Lazio";29;28236;2184;36;2;17;0;0;30475;23801;5052;76;13;12;4;0;28958;59433
"12";"Lazio";30;26812;3231;65;2;20;1;0;30131;22501;6314;133;13;15;3;0;28979;59110
"12";"Lazio";31;26863;4379;79;3;24;3;0;31351;21692;8062;176;29;20;1;0;29980;61331
"12";"Lazio";32;25347;5765;99;4;30;0;0;31245;20236;9707;250;26;24;2;0;30245;61490
"12";"Lazio";33;24881;7298;147;8;41;1;0;32376;19233;11766;351;45;49;3;0;31447;63823
"12";"Lazio";34;23152;8481;159;6;51;1;0;31850;18178;13007;389;44;36;5;0;31659;63509
"12";"Lazio";35;21683;10172;195;12;46;1;0;32109;16701;14220;548;69;26;4;0;31568;63677
"12";"Lazio";36;21324;11940;296;11;57;3;0;33631;16294;16209;589;74;44;3;0;33213;66844
"12";"Lazio";37;20527;13832;379;24;49;0;1;34812;15862;17443;732;83;46;2;0;34168;68980
"12";"Lazio";38;19872;15315;444;23;56;3;0;35713;15158;18789;858;100;33;1;0;34939;70652
"12";"Lazio";39;19167;17051;551;30;75;1;0;36875;14984;20568;988;143;62;2;0;36747;73622
"12";"Lazio";40;18094;18017;598;22;60;0;0;36791;14300;21667;1196;170;38;0;0;37371;74162
"12";"Lazio";41;17323;19517;716;37;62;0;0;37655;13681;22756;1294;201;28;1;0;37961;75616
"12";"Lazio";42;16993;20711;914;47;70;2;0;38737;13546;23906;1651;269;47;1;0;39420;78157
"12";"Lazio";43;17111;22322;1054;67;56;1;0;40611;13470;25917;1871;319;35;2;0;41614;82225
"12";"Lazio";44;16778;23359;1189;70;74;1;0;41471;12952;26907;2177;377;44;0;0;42457;83928
"12";"Lazio";45;16172;25170;1377;82;83;1;0;42885;13144;28560;2353;444;39;2;0;44542;87427
"12";"Lazio";46;16417;26823;1626;147;85;0;0;45098;13140;30497;2761;530;45;1;0;46974;92072
"12";"Lazio";47;16338;28229;1805;139;78;4;3;46596;12938;32452;3047;613;58;1;0;49109;95705
"12";"Lazio";48;15093;29221;2049;175;88;0;1;46627;12395;32666;3226;690;44;0;0;49021;95648
"12";"Lazio";49;14461;30095;2202;189;84;1;0;47032;11494;33803;3488;814;40;1;0;49640;96672
"12";"Lazio";50;13362;30768;2408;193;89;1;2;46823;10770;34121;3864;926;38;1;0;49720;96543
"12";"Lazio";51;12468;31557;2434;261;92;1;1;46814;9951;34270;4060;1108;40;1;0;49430;96244
"12";"Lazio";52;11720;32348;2756;285;68;0;2;47179;9590;35187;4236;1267;36;1;0;50317;97496
"12";"Lazio";53;10886;32380;2846;345;84;1;1;46543;8961;34849;4352;1457;35;1;0;49655;96198
"12";"Lazio";54;10052;32947;2988;384;94;2;2;46469;8629;35187;4625;1578;27;0;0;50046;96515
"12";"Lazio";55;9536;33820;3205;441;98;0;0;47100;8001;35231;4559;1805;23;1;0;49620;96720
"12";"Lazio";56;8722;34327;3294;468;88;0;1;46900;7668;35301;4647;1953;32;0;0;49601;96501
"12";"Lazio";57;8253;35063;3294;559;92;0;2;47263;7159;36186;4832;2372;33;1;1;50584;97847
"12";"Lazio";58;6959;33162;3204;654;75;2;0;44056;6287;34038;4535;2517;35;2;1;47415;91471
"12";"Lazio";59;6152;32018;3147;622;59;1;1;42000;5909;32420;4238;2658;28;0;2;45255;87255
"12";"Lazio";60;5544;31431;2888;675;65;0;2;40605;5382;31559;4005;3034;22;0;1;44003;84608
"12";"Lazio";61;4950;30168;2617;760;68;0;1;38564;4877;30082;3879;3365;27;0;0;42230;80794
"12";"Lazio";62;4507;29185;2556;769;57;1;1;37076;4551;29005;3696;3546;15;1;0;40814;77890
"12";"Lazio";63;3926;27964;2350;835;56;0;3;35134;4131;27636;3508;3755;17;0;0;39047;74181
"12";"Lazio";64;3747;27477;2286;861;47;0;1;34419;3882;27147;3137;4204;20;0;0;38390;72809
"12";"Lazio";65;3416;27015;2111;1028;33;1;1;33605;3373;26132;3081;4501;19;0;1;37107;70712
"12";"Lazio";66;3010;26710;1994;1064;29;0;0;32807;3405;25615;2799;4808;7;0;1;36635;69442
"12";"Lazio";67;2630;26065;1873;1177;32;0;0;31777;3181;24737;2722;5361;6;0;0;36007;67784
"12";"Lazio";68;2482;24376;1615;1242;27;0;0;29742;2913;23069;2380;5441;11;0;0;33814;63556
"12";"Lazio";69;2163;23808;1553;1300;20;0;1;28845;2707;21932;2375;5880;10;0;0;32904;61749
"12";"Lazio";70;2106;23226;1384;1318;30;0;1;28065;2499;21354;2262;6497;12;0;0;32624;60689
"12";"Lazio";71;1937;23846;1356;1526;29;2;0;28696;2461;21418;2220;7198;7;0;0;33304;62000
"12";"Lazio";72;1768;23457;1358;1743;22;0;1;28349;2404;20819;2034;7869;6;0;0;33132;61481
"12";"Lazio";73;1775;24259;1210;1980;20;0;0;29244;2469;21369;1957;9071;6;0;0;34872;64116
"12";"Lazio";74;1625;23780;1134;2231;23;0;0;28793;2289;20121;1840;9880;6;0;0;34136;62929
"12";"Lazio";75;1510;22293;1008;2264;16;0;0;27091;2209;18769;1796;10478;4;0;0;33256;60347
"12";"Lazio";76;1085;16808;741;1901;9;0;0;20544;1779;13919;1347;8830;5;0;0;25880;46424
"12";"Lazio";77;1049;16505;717;2083;14;0;2;20370;1794;12964;1273;9581;3;0;2;25617;45987
"12";"Lazio";78;1041;16546;645;2185;12;0;0;20429;1819;12996;1225;10711;3;0;0;26754;47183
"12";"Lazio";79;953;15362;590;2372;17;0;1;19295;1730;11635;1104;11112;3;0;1;25585;44880
"12";"Lazio";80;901;14977;504;2534;11;0;0;18927;1737;10799;994;11873;4;0;2;25409;44336
"12";"Lazio";81;904;15467;478;2964;16;0;0;19829;1927;10706;1004;13887;0;0;0;27524;47353
"12";"Lazio";82;787;14207;399;2940;4;0;1;18338;1719;9207;827;14044;1;0;0;25798;44136
"12";"Lazio";83;671;12670;352;2865;5;0;0;16563;1585;7784;739;14035;0;0;0;24143;40706
"12";"Lazio";84;597;10656;285;2814;4;0;0;14356;1499;6142;585;13385;1;0;0;21612;35968
"12";"Lazio";85;481;8938;236;2691;4;0;0;12350;1331;4993;531;12418;0;0;0;19273;31623
"12";"Lazio";86;457;8043;199;2774;4;0;2;11479;1254;4123;419;12556;0;0;0;18352;29831
"12";"Lazio";87;381;6561;142;2495;4;0;0;9583;1185;3242;356;11846;0;0;0;16629;26212
"12";"Lazio";88;284;5396;132;2237;2;0;0;8051;987;2414;293;10749;0;0;0;14443;22494
"12";"Lazio";89;236;4271;87;1996;2;0;0;6592;913;1864;225;9477;0;0;0;12479;19071
"12";"Lazio";90;200;3463;64;1905;0;0;0;5632;827;1326;193;8705;0;0;0;11051;16683
"12";"Lazio";91;160;2725;45;1765;0;0;0;4695;787;1003;175;8161;0;0;0;10126;14821
"12";"Lazio";92;133;1869;27;1390;0;0;0;3419;551;578;147;6347;0;0;0;7623;11042
"12";"Lazio";93;92;1258;18;1032;0;0;0;2400;523;407;88;5202;0;0;0;6220;8620
"12";"Lazio";94;76;850;12;841;1;0;0;1780;368;287;67;4195;0;0;0;4917;6697
"12";"Lazio";95;44;596;14;649;0;0;0;1303;322;173;57;3267;0;0;0;3819;5122
"12";"Lazio";96;22;363;10;423;0;0;0;818;239;115;49;2324;0;0;0;2727;3545
"12";"Lazio";97;19;203;5;363;0;0;0;590;209;78;28;1744;0;0;0;2059;2649
"12";"Lazio";98;18;157;3;243;0;0;0;421;132;72;17;1284;0;0;0;1505;1926
"12";"Lazio";99;16;68;2;198;0;0;0;284;98;51;23;826;0;0;0;998;1282
"12";"Lazio";100;39;117;4;206;0;0;0;366;156;58;22;1334;0;0;0;1570;1936
"12";"Lazio";999;1346374;1268570;80606;69955;2779;37;35;2768356;1205603;1286235;127736;325509;1374;57;12;2946526;5714882
"07";"Liguria";0;4408;0;0;0;0;0;0;4408;4154;0;0;0;0;0;0;4154;8562
"07";"Liguria";1;4539;0;0;0;0;0;0;4539;4383;0;0;0;0;0;0;4383;8922
"07";"Liguria";2;4582;0;0;0;0;0;0;4582;4361;0;0;0;0;0;0;4361;8943
"07";"Liguria";3;4759;0;0;0;0;0;0;4759;4500;0;0;0;0;0;0;4500;9259
"07";"Liguria";4;5173;0;0;0;0;0;0;5173;4819;0;0;0;0;0;0;4819;9992
"07";"Liguria";5;5277;0;0;0;0;0;0;5277;4887;0;0;0;0;0;0;4887;10164
"07";"Liguria";6;5404;0;0;0;0;0;0;5404;5133;0;0;0;0;0;0;5133;10537
"07";"Liguria";7;5779;0;0;0;0;0;0;5779;5344;0;0;0;0;0;0;5344;11123
"07";"Liguria";8;5838;0;0;0;0;0;0;5838;5405;0;0;0;0;0;0;5405;11243
"07";"Liguria";9;6085;0;0;0;0;0;0;6085;5763;0;0;0;0;0;0;5763;11848
"07";"Liguria";10;6033;0;0;0;0;0;0;6033;5699;0;0;0;0;0;0;5699;11732
"07";"Liguria";11;6209;0;0;0;0;0;0;6209;6007;0;0;0;0;0;0;6007;12216
"07";"Liguria";12;6419;0;0;0;0;0;0;6419;6339;0;0;0;0;0;0;6339;12758
"07";"Liguria";13;6606;0;0;0;0;0;0;6606;6394;0;0;0;0;0;0;6394;13000
"07";"Liguria";14;6713;0;0;0;0;0;0;6713;6042;0;0;0;0;0;0;6042;12755
"07";"Liguria";15;6580;0;0;0;0;0;0;6580;6320;0;0;0;0;0;0;6320;12900
"07";"Liguria";16;6671;0;0;0;0;0;0;6671;6172;1;0;0;0;0;0;6173;12844
"07";"Liguria";17;6712;0;0;0;0;0;0;6712;6311;0;0;0;0;0;0;6311;13023
"07";"Liguria";18;6629;0;0;0;0;0;0;6629;6042;5;0;0;0;0;0;6047;12676
"07";"Liguria";19;6765;1;0;0;0;0;0;6766;6227;19;0;0;0;0;0;6246;13012
"07";"Liguria";20;6776;4;2;0;0;0;0;6782;6349;42;1;0;0;0;0;6392;13174
"07";"Liguria";21;7015;7;1;0;0;0;0;7023;6295;106;0;1;0;0;0;6402;13425
"07";"Liguria";22;7053;29;0;0;1;0;0;7083;6081;126;5;1;0;0;0;6213;13296
"07";"Liguria";23;7214;36;1;0;1;0;0;7252;6090;218;3;0;1;1;0;6313;13565
"07";"Liguria";24;7005;65;1;0;0;0;0;7071;6070;292;4;0;1;0;0;6367;13438
"07";"Liguria";25;7287;127;6;1;1;0;0;7422;5962;458;10;1;0;0;0;6431;13853
"07";"Liguria";26;6876;197;7;0;2;0;0;7082;5754;583;13;1;1;0;0;6352;13434
"07";"Liguria";27;6709;292;4;0;4;0;0;7009;5628;826;32;4;6;0;0;6496;13505
"07";"Liguria";28;6691;463;12;0;6;0;0;7172;5483;1127;29;2;4;1;0;6646;13818
"07";"Liguria";29;6895;623;13;1;4;0;0;7536;5411;1371;36;0;4;0;0;6822;14358
"07";"Liguria";30;6365;847;30;1;4;0;0;7247;4993;1883;50;2;7;0;0;6935;14182
"07";"Liguria";31;6088;1206;36;2;7;0;0;7339;4696;2220;89;4;5;1;0;7015;14354
"07";"Liguria";32;5661;1527;38;2;5;0;0;7233;4446;2505;105;4;11;0;0;7071;14304
"07";"Liguria";33;5528;1904;64;7;8;0;0;7511;4134;2961;143;13;15;1;0;7267;14778
"07";"Liguria";34;5251;2188;90;0;8;0;0;7537;3676;3063;145;10;10;1;0;6905;14442
"07";"Liguria";35;4723;2464;102;3;11;0;0;7303;3461;3296;182;17;11;0;0;6967;14270
"07";"Liguria";36;4701;2747;132;6;11;0;0;7597;3369;3689;230;20;12;0;0;7320;14917
"07";"Liguria";37;4351;3061;142;5;5;0;0;7564;3211;3804;269;18;12;0;0;7314;14878
"07";"Liguria";38;4199;3424;174;3;9;0;0;7809;3046;4070;310;18;12;0;0;7456;15265
"07";"Liguria";39;3887;3642;225;6;8;0;0;7768;2849;4213;365;34;13;0;0;7474;15242
"07";"Liguria";40;3903;3815;247;7;15;0;0;7987;2918;4486;417;37;6;0;0;7864;15851
"07";"Liguria";41;3804;3801;260;6;13;0;0;7884;2739;4618;465;46;7;0;0;7875;15759
"07";"Liguria";42;3642;4183;275;10;12;0;0;8122;2789;5039;497;47;21;1;0;8394;16516
"07";"Liguria";43;3881;4453;348;21;9;0;0;8712;2909;5540;631;65;11;0;0;9156;17868
"07";"Liguria";44;3956;4859;428;12;13;0;0;9268;2914;5827;746;91;8;1;0;9587;18855
"07";"Liguria";45;4083;5386;463;25;15;0;0;9972;2987;6206;766;94;12;0;0;10065;20037
"07";"Liguria";46;4191;5812;555;28;11;0;0;10597;3071;6702;921;112;8;0;0;10814;21411
"07";"Liguria";47;4177;6221;699;36;16;0;0;11149;3079;7382;1034;142;9;0;0;11646;22795
"07";"Liguria";48;4172;6582;696;32;8;0;0;11490;2839;7562;1092;167;14;0;0;11674;23164
"07";"Liguria";49;4220;6995;864;46;20;0;0;12145;2823;7918;1318;196;12;1;0;12268;24413
"07";"Liguria";50;4040;7223;899;55;21;0;0;12238;2804;7937;1401;212;7;0;0;12361;24599
"07";"Liguria";51;3708;7378;1000;63;17;0;0;12166;2630;8222;1497;262;12;1;0;12624;24790
"07";"Liguria";52;3611;7722;1079;53;23;0;0;12488;2519;8514;1573;298;9;0;0;12913;25401
"07";"Liguria";53;3395;8012;1150;79;16;0;0;12652;2433;8585;1558;352;8;1;0;12937;25589
