anno,provincia,delitto,eta_alla_data_del_reato_vittima,valore,provincia_uts,codice_provinciauts,codice_provincia_storico,codice_regione,regione,ripartizione_geografica,sigla_automobilistica,provinciauts_corretto,codice_ripartizione_geografica
2019,MASSA CARRARA,12. VIOLENZE SESSUALI,55-64,0,Massa-Carrara,045,045,09,Toscana,Centro,MS,Massa-Carrara,3
2020,MASSA CARRARA,12. VIOLENZE SESSUALI,55-64,0,Massa-Carrara,045,045,09,Toscana,Centro,MS,Massa-Carrara,3
2021,MASSA CARRARA,12. VIOLENZE SESSUALI,55-64,0,Massa-Carrara,045,045,09,Toscana,Centro,MS,Massa-Carrara,3
2022,MASSA CARRARA,12. VIOLENZE SESSUALI,55-64,0,Massa-Carrara,045,045,09,Toscana,Centro,MS,Massa-Carrara,3
2023,MASSA CARRARA,12. VIOLENZE SESSUALI,55-64,0,Massa-Carrara,045,045,09,Toscana,Centro,MS,Massa-Carrara,3
2024,MASSA CARRARA,12. VIOLENZE SESSUALI,55-64,3,Massa-Carrara,045,045,09,Toscana,Centro,MS,Massa-Carrara,3
2019,MASSA CARRARA,12. VIOLENZE SESSUALI,65 e oltre,0,Massa-Carrara,045,045,09,Toscana,Centro,MS,Massa-Carrara,3
2020,MASSA CARRARA,12. VIOLENZE SESSUALI,65 e oltre,0,Massa-Carrara,045,045,09,Toscana,Centro,MS,Massa-Carrara,3
2021,MASSA CARRARA,12. VIOLENZE SESSUALI,65 e oltre,0,Massa-Carrara,045,045,09,Toscana,Centro,MS,Massa-Carrara,3
2022,MASSA CARRARA,12. VIOLENZE SESSUALI,65 e oltre,1,Massa-Carrara,045,045,09,Toscana,Centro,MS,Massa-Carrara,3
2023,MASSA CARRARA,12. VIOLENZE SESSUALI,65 e oltre,1,Massa-Carrara,045,045,09,Toscana,Centro,MS,Massa-Carrara,3
2024,MASSA CARRARA,12. VIOLENZE SESSUALI,65 e oltre,0,Massa-Carrara,045,045,09,Toscana,Centro,MS,Massa-Carrara,3
2019,LUCCA,5. TENTATI OMICIDI,18-24,0,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2020,LUCCA,5. TENTATI OMICIDI,18-24,0,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2021,LUCCA,5. TENTATI OMICIDI,18-24,1,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2022,LUCCA,5. TENTATI OMICIDI,18-24,0,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2023,LUCCA,5. TENTATI OMICIDI,18-24,0,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2024,LUCCA,5. TENTATI OMICIDI,18-24,0,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2019,LUCCA,5. TENTATI OMICIDI,25-34,0,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2020,LUCCA,5. TENTATI OMICIDI,25-34,1,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2021,LUCCA,5. TENTATI OMICIDI,25-34,0,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2022,LUCCA,5. TENTATI OMICIDI,25-34,0,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2023,LUCCA,5. TENTATI OMICIDI,25-34,0,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2024,LUCCA,5. TENTATI OMICIDI,25-34,1,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2019,LUCCA,5. TENTATI OMICIDI,45-54,0,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2020,LUCCA,5. TENTATI OMICIDI,45-54,1,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2021,LUCCA,5. TENTATI OMICIDI,45-54,0,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2022,LUCCA,5. TENTATI OMICIDI,45-54,0,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2023,LUCCA,5. TENTATI OMICIDI,45-54,0,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2024,LUCCA,5. TENTATI OMICIDI,45-54,0,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2019,LUCCA,5. TENTATI OMICIDI,65 e oltre,0,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2020,LUCCA,5. TENTATI OMICIDI,65 e oltre,0,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2021,LUCCA,5. TENTATI OMICIDI,65 e oltre,0,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2022,LUCCA,5. TENTATI OMICIDI,65 e oltre,0,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2023,LUCCA,5. TENTATI OMICIDI,65 e oltre,1,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2024,LUCCA,5. TENTATI OMICIDI,65 e oltre,0,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2019,LUCCA,8. LESIONI DOLOSE,0-13,4,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2020,LUCCA,8. LESIONI DOLOSE,0-13,3,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2021,LUCCA,8. LESIONI DOLOSE,0-13,4,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2022,LUCCA,8. LESIONI DOLOSE,0-13,6,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2023,LUCCA,8. LESIONI DOLOSE,0-13,7,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2024,LUCCA,8. LESIONI DOLOSE,0-13,2,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2019,LUCCA,8. LESIONI DOLOSE,14-17,5,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2020,LUCCA,8. LESIONI DOLOSE,14-17,1,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2021,LUCCA,8. LESIONI DOLOSE,14-17,7,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2022,LUCCA,8. LESIONI DOLOSE,14-17,8,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2023,LUCCA,8. LESIONI DOLOSE,14-17,11,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2024,LUCCA,8. LESIONI DOLOSE,14-17,9,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2019,LUCCA,8. LESIONI DOLOSE,18-24,7,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2020,LUCCA,8. LESIONI DOLOSE,18-24,19,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2021,LUCCA,8. LESIONI DOLOSE,18-24,13,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2022,LUCCA,8. LESIONI DOLOSE,18-24,12,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2023,LUCCA,8. LESIONI DOLOSE,18-24,10,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2024,LUCCA,8. LESIONI DOLOSE,18-24,9,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2019,LUCCA,8. LESIONI DOLOSE,25-34,28,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2020,LUCCA,8. LESIONI DOLOSE,25-34,21,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2021,LUCCA,8. LESIONI DOLOSE,25-34,28,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2022,LUCCA,8. LESIONI DOLOSE,25-34,16,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2023,LUCCA,8. LESIONI DOLOSE,25-34,16,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2024,LUCCA,8. LESIONI DOLOSE,25-34,15,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2019,LUCCA,8. LESIONI DOLOSE,35-44,32,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2020,LUCCA,8. LESIONI DOLOSE,35-44,38,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2021,LUCCA,8. LESIONI DOLOSE,35-44,27,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2022,LUCCA,8. LESIONI DOLOSE,35-44,23,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2023,LUCCA,8. LESIONI DOLOSE,35-44,19,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2024,LUCCA,8. LESIONI DOLOSE,35-44,11,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2019,LUCCA,8. LESIONI DOLOSE,45-54,30,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2020,LUCCA,8. LESIONI DOLOSE,45-54,25,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2021,LUCCA,8. LESIONI DOLOSE,45-54,29,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2022,LUCCA,8. LESIONI DOLOSE,45-54,39,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2023,LUCCA,8. LESIONI DOLOSE,45-54,27,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2024,LUCCA,8. LESIONI DOLOSE,45-54,25,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2019,LUCCA,8. LESIONI DOLOSE,55-64,19,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2020,LUCCA,8. LESIONI DOLOSE,55-64,18,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2021,LUCCA,8. LESIONI DOLOSE,55-64,9,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2022,LUCCA,8. LESIONI DOLOSE,55-64,12,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2023,LUCCA,8. LESIONI DOLOSE,55-64,21,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2024,LUCCA,8. LESIONI DOLOSE,55-64,14,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2019,LUCCA,8. LESIONI DOLOSE,65 e oltre,17,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2020,LUCCA,8. LESIONI DOLOSE,65 e oltre,17,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2021,LUCCA,8. LESIONI DOLOSE,65 e oltre,11,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2022,LUCCA,8. LESIONI DOLOSE,65 e oltre,14,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2023,LUCCA,8. LESIONI DOLOSE,65 e oltre,14,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2024,LUCCA,8. LESIONI DOLOSE,65 e oltre,10,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2019,LUCCA,9. PERCOSSE,0-13,1,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2020,LUCCA,9. PERCOSSE,0-13,0,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2021,LUCCA,9. PERCOSSE,0-13,1,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2022,LUCCA,9. PERCOSSE,0-13,3,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2023,LUCCA,9. PERCOSSE,0-13,0,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2024,LUCCA,9. PERCOSSE,0-13,1,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2019,LUCCA,9. PERCOSSE,14-17,0,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2020,LUCCA,9. PERCOSSE,14-17,1,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2021,LUCCA,9. PERCOSSE,14-17,0,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2022,LUCCA,9. PERCOSSE,14-17,3,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2023,LUCCA,9. PERCOSSE,14-17,1,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2024,LUCCA,9. PERCOSSE,14-17,7,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2019,LUCCA,9. PERCOSSE,18-24,8,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2020,LUCCA,9. PERCOSSE,18-24,0,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2021,LUCCA,9. PERCOSSE,18-24,3,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2022,LUCCA,9. PERCOSSE,18-24,4,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2023,LUCCA,9. PERCOSSE,18-24,7,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2024,LUCCA,9. PERCOSSE,18-24,3,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2019,LUCCA,9. PERCOSSE,25-34,10,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2020,LUCCA,9. PERCOSSE,25-34,3,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2021,LUCCA,9. PERCOSSE,25-34,2,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2022,LUCCA,9. PERCOSSE,25-34,2,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2023,LUCCA,9. PERCOSSE,25-34,4,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2024,LUCCA,9. PERCOSSE,25-34,4,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2019,LUCCA,9. PERCOSSE,35-44,5,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2020,LUCCA,9. PERCOSSE,35-44,7,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2021,LUCCA,9. PERCOSSE,35-44,5,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2022,LUCCA,9. PERCOSSE,35-44,6,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2023,LUCCA,9. PERCOSSE,35-44,5,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2024,LUCCA,9. PERCOSSE,35-44,12,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2019,LUCCA,9. PERCOSSE,45-54,13,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2020,LUCCA,9. PERCOSSE,45-54,5,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2021,LUCCA,9. PERCOSSE,45-54,8,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2022,LUCCA,9. PERCOSSE,45-54,7,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2023,LUCCA,9. PERCOSSE,45-54,14,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2024,LUCCA,9. PERCOSSE,45-54,3,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2019,LUCCA,9. PERCOSSE,55-64,6,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2020,LUCCA,9. PERCOSSE,55-64,3,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2021,LUCCA,9. PERCOSSE,55-64,5,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2022,LUCCA,9. PERCOSSE,55-64,5,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2023,LUCCA,9. PERCOSSE,55-64,2,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2024,LUCCA,9. PERCOSSE,55-64,4,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2019,LUCCA,9. PERCOSSE,65 e oltre,6,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2020,LUCCA,9. PERCOSSE,65 e oltre,3,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2021,LUCCA,9. PERCOSSE,65 e oltre,3,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2022,LUCCA,9. PERCOSSE,65 e oltre,1,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2023,LUCCA,9. PERCOSSE,65 e oltre,3,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2024,LUCCA,9. PERCOSSE,65 e oltre,5,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2019,LUCCA,10. MINACCE,0-13,2,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2020,LUCCA,10. MINACCE,0-13,3,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2021,LUCCA,10. MINACCE,0-13,3,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2022,LUCCA,10. MINACCE,0-13,2,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2023,LUCCA,10. MINACCE,0-13,1,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2024,LUCCA,10. MINACCE,0-13,2,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2019,LUCCA,10. MINACCE,14-17,0,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2020,LUCCA,10. MINACCE,14-17,1,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2021,LUCCA,10. MINACCE,14-17,4,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2022,LUCCA,10. MINACCE,14-17,4,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2023,LUCCA,10. MINACCE,14-17,2,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2024,LUCCA,10. MINACCE,14-17,9,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2019,LUCCA,10. MINACCE,18-24,5,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2020,LUCCA,10. MINACCE,18-24,7,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2021,LUCCA,10. MINACCE,18-24,5,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2022,LUCCA,10. MINACCE,18-24,7,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2023,LUCCA,10. MINACCE,18-24,7,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2024,LUCCA,10. MINACCE,18-24,8,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2019,LUCCA,10. MINACCE,25-34,23,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2020,LUCCA,10. MINACCE,25-34,21,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2021,LUCCA,10. MINACCE,25-34,24,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2022,LUCCA,10. MINACCE,25-34,21,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2023,LUCCA,10. MINACCE,25-34,16,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2024,LUCCA,10. MINACCE,25-34,25,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2019,LUCCA,10. MINACCE,35-44,36,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2020,LUCCA,10. MINACCE,35-44,28,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2021,LUCCA,10. MINACCE,35-44,29,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2022,LUCCA,10. MINACCE,35-44,21,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2023,LUCCA,10. MINACCE,35-44,33,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2024,LUCCA,10. MINACCE,35-44,30,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2019,LUCCA,10. MINACCE,45-54,45,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2020,LUCCA,10. MINACCE,45-54,30,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2021,LUCCA,10. MINACCE,45-54,50,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2022,LUCCA,10. MINACCE,45-54,37,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2023,LUCCA,10. MINACCE,45-54,38,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2024,LUCCA,10. MINACCE,45-54,32,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2019,LUCCA,10. MINACCE,55-64,22,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2020,LUCCA,10. MINACCE,55-64,27,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2021,LUCCA,10. MINACCE,55-64,18,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2022,LUCCA,10. MINACCE,55-64,21,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2023,LUCCA,10. MINACCE,55-64,20,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2024,LUCCA,10. MINACCE,55-64,19,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2019,LUCCA,10. MINACCE,65 e oltre,15,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2020,LUCCA,10. MINACCE,65 e oltre,12,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2021,LUCCA,10. MINACCE,65 e oltre,19,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2022,LUCCA,10. MINACCE,65 e oltre,15,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2023,LUCCA,10. MINACCE,65 e oltre,15,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2024,LUCCA,10. MINACCE,65 e oltre,18,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2019,LUCCA,12. VIOLENZE SESSUALI,0-13,2,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2020,LUCCA,12. VIOLENZE SESSUALI,0-13,0,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2021,LUCCA,12. VIOLENZE SESSUALI,0-13,0,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2022,LUCCA,12. VIOLENZE SESSUALI,0-13,2,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2023,LUCCA,12. VIOLENZE SESSUALI,0-13,0,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2024,LUCCA,12. VIOLENZE SESSUALI,0-13,2,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2019,LUCCA,12. VIOLENZE SESSUALI,14-17,4,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2020,LUCCA,12. VIOLENZE SESSUALI,14-17,3,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2021,LUCCA,12. VIOLENZE SESSUALI,14-17,6,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2022,LUCCA,12. VIOLENZE SESSUALI,14-17,9,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2023,LUCCA,12. VIOLENZE SESSUALI,14-17,11,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2024,LUCCA,12. VIOLENZE SESSUALI,14-17,15,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2019,LUCCA,12. VIOLENZE SESSUALI,18-24,5,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2020,LUCCA,12. VIOLENZE SESSUALI,18-24,2,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2021,LUCCA,12. VIOLENZE SESSUALI,18-24,9,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2022,LUCCA,12. VIOLENZE SESSUALI,18-24,8,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2023,LUCCA,12. VIOLENZE SESSUALI,18-24,7,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2024,LUCCA,12. VIOLENZE SESSUALI,18-24,7,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2019,LUCCA,12. VIOLENZE SESSUALI,25-34,4,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2020,LUCCA,12. VIOLENZE SESSUALI,25-34,2,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2021,LUCCA,12. VIOLENZE SESSUALI,25-34,6,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2022,LUCCA,12. VIOLENZE SESSUALI,25-34,2,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2023,LUCCA,12. VIOLENZE SESSUALI,25-34,9,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2024,LUCCA,12. VIOLENZE SESSUALI,25-34,8,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2019,LUCCA,12. VIOLENZE SESSUALI,35-44,2,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2020,LUCCA,12. VIOLENZE SESSUALI,35-44,2,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2021,LUCCA,12. VIOLENZE SESSUALI,35-44,1,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2022,LUCCA,12. VIOLENZE SESSUALI,35-44,5,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2023,LUCCA,12. VIOLENZE SESSUALI,35-44,2,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2024,LUCCA,12. VIOLENZE SESSUALI,35-44,2,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2019,LUCCA,12. VIOLENZE SESSUALI,45-54,3,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2020,LUCCA,12. VIOLENZE SESSUALI,45-54,0,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2021,LUCCA,12. VIOLENZE SESSUALI,45-54,2,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2022,LUCCA,12. VIOLENZE SESSUALI,45-54,2,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2023,LUCCA,12. VIOLENZE SESSUALI,45-54,0,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2024,LUCCA,12. VIOLENZE SESSUALI,45-54,4,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2019,LUCCA,12. VIOLENZE SESSUALI,55-64,0,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2020,LUCCA,12. VIOLENZE SESSUALI,55-64,0,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2021,LUCCA,12. VIOLENZE SESSUALI,55-64,0,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2022,LUCCA,12. VIOLENZE SESSUALI,55-64,2,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2023,LUCCA,12. VIOLENZE SESSUALI,55-64,2,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2024,LUCCA,12. VIOLENZE SESSUALI,55-64,2,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2019,LUCCA,12. VIOLENZE SESSUALI,65 e oltre,0,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2020,LUCCA,12. VIOLENZE SESSUALI,65 e oltre,0,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2021,LUCCA,12. VIOLENZE SESSUALI,65 e oltre,0,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2022,LUCCA,12. VIOLENZE SESSUALI,65 e oltre,2,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2023,LUCCA,12. VIOLENZE SESSUALI,65 e oltre,0,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2024,LUCCA,12. VIOLENZE SESSUALI,65 e oltre,0,Lucca,046,046,09,Toscana,Centro,LU,LUCCA,3
2019,PISTOIA,5. TENTATI OMICIDI,25-34,0,Pistoia,047,047,09,Toscana,Centro,PT,PISTOIA,3
2020,PISTOIA,5. TENTATI OMICIDI,25-34,0,Pistoia,047,047,09,Toscana,Centro,PT,PISTOIA,3
2021,PISTOIA,5. TENTATI OMICIDI,25-34,0,Pistoia,047,047,09,Toscana,Centro,PT,PISTOIA,3
2022,PISTOIA,5. TENTATI OMICIDI,25-34,1,Pistoia,047,047,09,Toscana,Centro,PT,PISTOIA,3
2023,PISTOIA,5. TENTATI OMICIDI,25-34,0,Pistoia,047,047,09,Toscana,Centro,PT,PISTOIA,3
